,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.32,0.6,0.56,0.89,0.75,0.75,0.63,0.83,0.75,0.86,0.92,0.8,0.88,0.92,0.91,0.93,0.47,0.88,0.79
delphilhlplib.csv,0.32,0.85,0.39,0.8,0.53,0.47,0.66,0.73,0.43,0.68,0.73,0.94,0.99,0.83,0.65,0.51,0.4,0.97,0.38
exordium.csv,0.32,0.57,0.41,0.87,0.59,0.4,0.53,0.57,0.39,0.66,0.67,0.81,0.64,0.77,0.65,0.6,0.73,0.97,0.38
fltk.csv,0.33,0.75,0.67,0.53,0.52,0.5,0.55,0.5,0.38,0.59,0.49,0.7,0.96,0.6,0.39,0.47,0.39,0.79,0.48
genoviz.csv,0.83,0.99,0.53,0.91,0.75,0.66,0.93,0.75,0.83,0.95,0.5,0.75,0.5,0.83,0.78,0.89,0.77,0.96,0.78
gzigzag.csv,0.33,0.65,0.6,0.6,0.8,0.48,0.65,0.6,0.34,0.54,0.5,0.49,0.63,0.71,0.57,0.86,0.53,0.82,0.31
irrlicht.csv,0.33,0.0,0.38,0.42,0.41,0.39,0.36,0.34,0.32,0.49,0.43,0.38,0.49,0.43,0.37,0.41,0.38,0.49,0.32
kmess.csv,0.83,0.0,0.67,0.5,0.51,0.95,0.93,0.64,0.33,0.56,0.5,0.41,0.88,0.86,0.38,0.45,0.7,0.0,0.75
moast.csv,0.91,0.45,0.68,0.84,0.88,0.38,0.66,0.68,0.32,0.9,0.43,0.95,0.97,0.8,0.91,0.41,0.44,0.49,0.34
mptvseries.csv,0.33,0.61,0.5,0.49,0.56,0.71,0.97,0.48,0.41,0.66,0.5,0.94,0.92,0.73,0.43,0.5,0.0,0.82,0.36
nativeclient.csv,0.5,0.45,0.39,0.52,0.43,0.43,0.5,0.41,0.29,0.47,0.4,0.34,0.53,0.52,0.35,0.38,0.39,0.54,0.34
openfrag.csv,0.33,0.52,0.41,0.42,0.54,0.47,0.43,0.47,0.35,0.49,0.5,0.58,0.98,0.51,0.41,0.44,0.4,0.74,0.37
phet.csv,0.86,0.65,0.86,0.98,0.86,0.8,0.87,0.61,0.93,0.7,0.94,0.44,0.51,0.67,0.8,0.79,0.96,0.68,0.88
qdvdauthor.csv,0.71,0.65,0.82,0.48,0.57,0.7,0.53,0.46,0.48,0.65,0.43,0.76,0.98,0.57,0.47,0.51,0.52,0.57,0.92
qse.csv,0.33,0.65,0.48,0.45,0.51,0.42,0.49,0.52,0.32,0.53,0.48,0.38,0.59,0.54,0.47,0.38,0.39,0.67,0.33
sauerbraten.csv,0.42,0.45,0.51,0.42,0.43,0.45,0.38,0.35,0.32,0.45,0.43,0.39,0.49,0.43,0.37,0.41,0.4,0.49,0.38
toped.csv,0.37,0.67,0.43,0.54,0.48,0.42,0.41,0.42,0.41,0.6,0.45,0.84,0.88,0.59,0.47,0.61,0.41,0.6,0.35
truevision.csv,0.33,0.98,0.46,0.52,0.46,0.59,0.53,0.55,0.36,0.53,0.8,0.48,0.7,0.58,0.39,0.45,0.39,0.97,0.39
zoolib.csv,0.32,0.99,0.56,0.66,0.53,0.47,0.73,0.82,0.38,0.66,0.83,0.55,0.94,0.94,0.48,0.45,0.39,0.94,0.59
