,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.76,0.51,0.68,0.1,0.17,0.25,0.16,0.48,0.32,0.43,0.38,0.19,0.28,0.28,0.24,0.19,0.88,0.1,0.32
delphilhlplib.csv,0.78,0.44,0.86,0.49,0.56,0.36,0.13,0.67,0.69,0.52,0.6,0.51,0.35,0.45,0.42,0.58,0.96,0.27,0.27
exordium.csv,0.77,0.54,0.85,0.41,0.67,0.4,0.15,0.48,0.74,0.54,0.16,0.47,0.23,0.46,0.42,0.54,0.4,0.31,0.32
fltk.csv,0.77,0.24,0.52,0.73,0.54,0.36,0.39,0.54,0.72,0.68,0.7,0.46,0.18,0.65,0.68,0.67,0.95,0.5,0.29
genoviz.csv,0.35,0.08,0.62,0.15,0.35,0.38,0.07,0.17,0.21,0.19,0.11,0.19,0.0,0.17,0.33,0.18,0.37,0.25,0.71
gzigzag.csv,0.73,0.29,0.38,0.33,0.41,0.44,0.15,0.34,0.76,0.41,0.65,0.59,0.09,0.41,0.44,0.33,0.22,0.22,0.23
irrlicht.csv,0.76,0.0,0.85,0.72,0.4,0.38,0.38,0.55,0.92,0.78,0.6,0.52,0.16,0.71,0.81,0.77,0.94,0.74,0.18
kmess.csv,0.22,0.0,0.04,0.68,0.42,0.25,0.12,0.48,0.87,0.56,0.05,0.55,0.04,0.47,0.67,0.73,0.17,0.0,0.0
moast.csv,0.24,0.4,0.36,0.45,0.31,0.36,0.29,0.26,0.92,0.4,0.6,0.26,0.06,0.54,0.27,0.77,0.98,0.74,0.2
mptvseries.csv,0.78,0.25,0.07,0.69,0.5,0.38,0.06,0.65,0.72,0.41,0.79,0.48,0.14,0.5,0.57,0.57,0.01,0.34,0.3
nativeclient.csv,0.63,0.44,0.86,0.6,0.45,0.38,0.27,0.63,0.88,0.62,0.68,0.6,0.22,0.65,0.65,0.68,0.94,0.7,0.2
openfrag.csv,0.79,0.31,0.83,0.74,0.53,0.39,0.34,0.68,0.89,0.78,0.78,0.54,0.24,0.76,0.64,0.63,0.93,0.46,0.21
phet.csv,0.04,0.4,0.43,0.11,0.12,0.28,0.49,0.3,0.25,0.51,0.08,0.39,0.14,0.32,0.43,0.42,0.04,0.49,0.0
qdvdauthor.csv,0.53,0.22,0.4,0.69,0.35,0.29,0.38,0.59,0.73,0.69,0.6,0.41,0.13,0.63,0.79,0.7,0.89,0.69,0.0
qse.csv,0.75,0.37,0.66,0.73,0.53,0.4,0.32,0.59,0.92,0.73,0.79,0.55,0.17,0.49,0.63,0.61,0.95,0.48,0.14
sauerbraten.csv,0.78,0.39,0.68,0.72,0.42,0.42,0.38,0.53,0.92,0.85,0.6,0.53,0.13,0.71,0.81,0.76,0.96,0.74,0.05
toped.csv,0.75,0.26,0.78,0.64,0.42,0.36,0.35,0.62,0.87,0.75,0.6,0.3,0.17,0.67,0.77,0.64,0.95,0.7,0.2
truevision.csv,0.8,0.11,0.75,0.69,0.44,0.4,0.29,0.56,0.8,0.68,0.25,0.68,0.27,0.65,0.63,0.63,0.94,0.32,0.21
zoolib.csv,0.79,0.21,0.71,0.59,0.47,0.38,0.14,0.6,0.73,0.59,0.29,0.52,0.33,0.36,0.52,0.61,0.94,0.17,0.22
