,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,189.0,96.5,74.5,288.5,270.5,192.0,98.5,96.5,96.5,196.5,97.5,292.0,98.5,196.0
awemud.csv,292.5,98.5,257.0,96.5,98.5,196.0,98.5,96.5,98.5,96.5,90.5,95.5,98.5,185.0
buddata-ebxml-registry.csv,488.5,98.5,290.5,98.5,98.5,986.5,98.5,96.5,99.0,295.0,97.5,390.5,98.5,394.0
cornerstone.csv,70.5,98.5,0.0,94.5,98.5,78.5,98.5,81.5,98.5,96.5,72.5,95.5,98.5,203.5
firebreath.csv,96.5,98.5,635.5,94.5,98.5,1163.5,98.5,96.5,98.5,96.5,90.5,292.0,98.5,185.0
lsb.csv,193.0,98.5,290.5,292.5,98.5,888.0,98.5,362.0,99.0,97.5,97.5,194.0,89.5,97.5
maya-work-in-progress.csv,487.5,98.5,86.5,98.5,98.5,196.0,98.5,96.5,99.0,295.0,97.5,291.5,98.5,295.0
mia.csv,90.5,36.5,290.5,98.5,96.5,591.5,88.5,92.5,281.5,95.5,97.5,325.0,92.5,537.0
open-beos.csv,194.0,98.5,194.0,98.5,456.5,669.5,189.0,96.5,186.0,96.5,97.5,92.5,92.5,196.0
qgis.csv,184.0,98.5,194.0,96.5,98.5,493.5,98.5,96.5,99.0,295.0,97.5,292.0,98.5,196.0
rocrail.csv,87.5,98.5,194.0,192.0,98.5,176.0,98.5,96.5,89.5,950.5,97.5,95.5,89.5,97.5
rtb-team.csv,172.0,75.5,86.5,98.5,179.0,371.0,98.5,96.5,96.5,95.5,97.5,194.5,190.0,196.0
tradelink.csv,192.0,98.5,290.5,191.0,95.5,778.0,183.0,96.5,97.5,2411.0,97.5,292.0,187.0,97.5
upp-mirror.csv,96.5,76.5,194.0,98.5,98.5,196.5,98.5,96.5,98.5,394.0,97.5,194.0,98.5,97.5
