,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.31,0.4,0.71,0.26,0.62,0.56,0.56,0.55,0.24,0.6,0.12,0.38,0.67,0.47,0.54,0.81,0.44,0.7,0.42,0.17
apertium.csv,0.39,0.36,0.38,0.24,0.49,0.48,0.47,0.09,0.23,0.71,0.74,0.1,0.29,0.52,0.22,0.42,0.45,0.25,0.0,0.49
beast-mcmc.csv,0.59,0.52,0.6,0.42,0.71,0.63,0.65,0.57,0.29,0.57,0.32,0.48,0.73,0.48,0.67,0.89,0.46,0.56,0.44,0.57
bigdata.csv,0.37,0.53,0.44,0.27,0.67,0.58,0.39,0.56,0.32,0.33,0.07,0.38,0.54,0.39,0.71,0.86,0.65,0.15,0.27,0.46
cuberok.csv,0.44,0.45,0.38,0.25,0.44,0.57,0.42,0.7,0.31,0.39,0.29,0.34,0.65,0.34,0.42,0.76,0.79,0.45,0.46,0.51
exist.csv,0.46,0.48,0.67,0.4,0.75,0.62,0.67,0.58,0.28,0.64,0.28,0.49,0.77,0.46,0.68,0.66,0.57,0.57,0.47,0.52
icescrum.csv,0.57,0.41,0.41,0.34,0.54,0.45,0.52,0.44,0.29,0.5,0.52,0.1,0.33,0.52,0.59,0.52,0.22,0.42,0.22,0.75
jbasic.csv,0.46,0.49,0.57,0.31,0.77,0.57,0.65,0.48,0.29,0.72,0.47,0.43,0.72,0.48,0.17,0.59,0.38,0.5,0.44,0.55
jgnash.csv,0.46,0.54,0.51,0.41,0.71,0.44,0.61,0.46,0.49,0.34,0.33,0.44,0.53,0.48,0.57,0.79,0.67,0.47,0.24,0.48
jrefactory.csv,0.37,0.38,0.71,0.26,0.41,0.27,0.35,0.46,0.14,0.41,0.38,0.4,0.21,0.37,0.54,0.52,0.7,0.48,0.3,0.36
jsecurity.csv,0.38,0.58,0.4,0.51,0.26,0.61,0.46,0.29,0.29,0.24,0.2,0.24,0.56,0.41,0.22,0.4,0.14,0.3,0.15,0.31
libopenmetaverse.csv,0.41,0.5,0.73,0.32,0.78,0.62,0.68,0.49,0.26,0.66,0.51,0.46,0.51,0.46,0.7,0.94,0.7,0.53,0.25,0.52
mobicents.csv,0.53,0.55,0.51,0.39,0.66,0.51,0.68,0.6,0.34,0.73,0.55,0.36,0.75,0.51,0.61,0.75,0.69,0.5,0.48,0.57
mp-rechnungs-und-kundenverwaltung.csv,0.41,0.38,0.53,0.25,0.51,0.43,0.55,0.42,0.29,0.69,0.62,0.43,0.28,0.51,0.13,0.61,0.33,0.35,0.31,0.42
opendvr.csv,0.54,0.53,0.44,0.43,0.69,0.65,0.64,0.45,0.3,0.57,0.43,0.36,0.73,0.49,0.65,0.82,0.27,0.36,0.58,0.58
openefm.csv,0.46,0.6,0.53,0.32,0.66,0.66,0.66,0.53,0.29,0.39,0.48,0.39,0.71,0.42,0.7,0.79,0.28,0.48,0.46,0.58
sidekar.csv,0.0,0.52,0.0,0.0,0.83,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0
wheat.csv,0.45,0.47,0.52,0.32,0.61,0.56,0.59,0.49,0.24,0.55,0.51,0.29,0.71,0.42,0.7,0.79,0.38,0.57,0.39,0.56
wsmt.csv,0.12,0.27,0.04,0.12,0.09,0.1,0.23,0.16,0.11,0.08,0.11,0.15,0.13,0.07,0.18,0.31,0.81,0.09,0.07,0.0
yarp0.csv,0.27,0.44,0.37,0.29,0.57,0.56,0.48,0.42,0.0,0.57,0.72,0.57,0.58,0.5,0.61,0.5,0.71,0.4,0.26,0.29
