,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.31,0.29,0.62,0.16,0.66,0.52,0.52,0.39,0.15,0.47,0.29,0.29,0.56,0.39,0.52,0.89,0.54,0.66,0.29,0.5
apertium.csv,0.29,0.67,0.61,0.3,0.66,0.52,0.59,1.0,0.15,0.63,0.66,0.2,0.77,0.41,0.5,0.85,0.44,0.36,0.0,0.45
beast-mcmc.csv,0.5,0.41,0.51,0.27,0.68,0.53,0.56,0.42,0.18,0.62,0.22,0.32,0.58,0.33,0.55,0.89,0.47,0.44,0.29,0.41
bigdata.csv,0.42,0.7,0.58,0.22,0.74,0.61,0.53,0.39,0.23,0.56,0.25,0.27,0.63,0.33,0.55,0.92,0.67,0.36,0.27,0.38
cuberok.csv,0.39,0.31,0.54,0.17,0.68,0.52,0.46,0.67,0.2,0.5,0.26,0.24,0.6,0.33,0.44,0.9,0.7,0.58,0.3,0.5
exist.csv,0.31,0.33,0.57,0.26,0.73,0.51,0.52,0.43,0.16,0.51,0.21,0.34,0.79,0.32,0.56,0.9,0.47,0.47,0.31,0.37
icescrum.csv,0.52,0.52,0.65,0.33,0.79,0.54,0.64,0.47,0.19,0.66,0.52,0.25,0.61,0.42,0.92,0.91,0.32,0.5,0.29,0.71
jbasic.csv,0.31,0.39,0.52,0.21,0.65,0.5,0.53,0.39,0.17,0.66,0.31,0.32,0.58,0.33,0.38,0.93,0.37,0.41,0.29,0.4
jgnash.csv,0.34,0.45,0.57,0.27,0.66,0.57,0.56,0.38,0.36,0.53,0.39,0.36,0.69,0.42,0.53,0.9,0.56,0.44,0.33,0.35
jrefactory.csv,0.25,0.28,0.72,0.16,0.49,0.67,0.43,0.37,0.09,0.43,0.27,0.31,0.52,0.35,0.54,0.85,0.55,0.48,0.26,0.32
jsecurity.csv,0.46,0.65,0.49,0.39,0.77,0.59,0.67,0.3,0.18,0.69,0.27,0.33,0.76,0.35,0.5,0.94,0.33,0.62,0.5,0.57
libopenmetaverse.csv,0.26,0.34,0.58,0.19,0.64,0.66,0.51,0.35,0.15,0.49,0.35,0.31,0.54,0.31,0.54,0.88,0.54,0.4,0.23,0.36
mobicents.csv,0.38,0.45,0.55,0.33,0.87,0.44,0.69,0.44,0.23,0.57,0.44,0.26,0.62,0.37,0.61,0.91,0.58,0.39,0.32,0.41
mp-rechnungs-und-kundenverwaltung.csv,0.28,0.4,0.54,0.16,0.85,0.6,0.61,0.64,0.23,0.54,0.49,0.71,0.58,0.43,0.67,0.88,0.45,0.62,0.5,0.5
opendvr.csv,0.41,0.46,0.45,0.36,0.74,0.49,0.63,0.45,0.18,0.67,0.42,0.35,0.65,0.34,0.67,0.87,0.44,0.3,0.54,0.5
openefm.csv,0.31,0.51,0.48,0.2,0.71,0.52,0.54,0.43,0.17,0.68,0.34,0.27,0.58,0.3,0.59,0.9,0.75,0.36,0.3,0.4
sidekar.csv,0.0,0.55,0.0,0.0,0.86,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0
wheat.csv,0.34,0.37,0.53,0.21,0.73,0.47,0.51,0.44,0.14,0.48,0.35,0.28,0.57,0.31,0.73,0.87,0.59,0.51,0.29,0.45
wsmt.csv,0.19,0.55,0.17,0.14,1.0,0.5,0.45,0.67,0.2,0.38,0.2,0.18,0.39,0.29,0.5,0.85,0.84,0.33,0.14,0.0
yarp0.csv,0.19,0.36,0.5,0.19,0.67,0.5,0.59,0.34,0.0,0.45,0.64,0.53,0.63,0.35,0.61,0.82,0.58,0.34,0.24,0.33
