,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.32,0.67,0.82,0.69,0.58,0.61,0.6,0.95,0.56,0.86,0.08,0.56,0.84,0.6,0.57,0.75,0.37,0.76,0.73,0.11
apertium.csv,0.64,0.24,0.27,0.21,0.39,0.44,0.39,0.05,0.48,0.83,0.84,0.06,0.18,0.72,0.14,0.28,0.46,0.2,0.0,0.53
beast-mcmc.csv,0.71,0.7,0.71,0.97,0.75,0.78,0.76,0.91,0.84,0.52,0.56,1.0,1.0,0.89,0.86,0.89,0.46,0.78,0.95,0.89
bigdata.csv,0.33,0.42,0.35,0.33,0.61,0.56,0.31,1.0,0.52,0.24,0.04,0.62,0.46,0.47,1.0,0.81,0.63,0.1,0.27,0.58
cuberok.csv,0.5,0.82,0.29,0.44,0.33,0.64,0.39,0.73,0.64,0.32,0.32,0.56,0.71,0.36,0.39,0.66,0.91,0.37,1.0,0.53
exist.csv,0.88,0.91,0.82,0.79,0.77,0.78,0.93,0.86,1.0,0.86,0.44,0.88,0.76,0.83,0.89,0.51,0.71,0.73,0.95,0.84
icescrum.csv,0.64,0.33,0.29,0.36,0.41,0.39,0.44,0.41,0.6,0.4,0.52,0.06,0.22,0.68,0.43,0.36,0.17,0.37,0.18,0.79
jbasic.csv,0.83,0.67,0.65,0.62,0.94,0.67,0.84,0.64,0.84,0.79,0.96,0.62,0.97,0.89,0.11,0.43,0.4,0.66,0.91,0.89
jgnash.csv,0.71,0.67,0.45,0.79,0.77,0.36,0.67,0.59,0.76,0.25,0.28,0.56,0.43,0.55,0.61,0.7,0.86,0.51,0.18,0.79
jrefactory.csv,0.73,0.58,0.71,0.72,0.36,0.17,0.3,0.59,0.36,0.4,0.64,0.56,0.13,0.38,0.54,0.38,0.97,0.49,0.36,0.42
jsecurity.csv,0.32,0.52,0.33,0.72,0.16,0.64,0.36,0.27,0.68,0.14,0.16,0.19,0.45,0.51,0.14,0.25,0.09,0.2,0.09,0.21
libopenmetaverse.csv,0.95,1.0,1.0,1.0,1.0,0.58,1.0,0.77,1.0,1.0,0.92,0.94,0.48,0.96,1.0,1.0,1.0,0.78,0.27,0.95
mobicents.csv,0.85,0.7,0.47,0.49,0.53,0.61,0.67,0.91,0.68,0.98,0.72,0.62,0.94,0.79,0.61,0.64,0.86,0.71,0.95,0.89
mp-rechnungs-und-kundenverwaltung.csv,0.76,0.36,0.53,0.49,0.36,0.33,0.49,0.32,0.4,0.94,0.84,0.31,0.19,0.62,0.07,0.46,0.26,0.24,0.23,0.37
opendvr.csv,0.82,0.64,0.43,0.54,0.66,0.94,0.64,0.45,0.8,0.49,0.44,0.38,0.81,0.87,0.64,0.77,0.2,0.44,0.64,0.68
openefm.csv,0.89,0.73,0.59,0.82,0.61,0.92,0.83,0.68,0.88,0.27,0.8,0.69,0.93,0.72,0.86,0.71,0.17,0.73,1.0,1.0
sidekar.csv,0.0,0.48,0.0,0.0,0.8,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0
wheat.csv,0.65,0.64,0.51,0.67,0.52,0.69,0.71,0.55,0.72,0.63,0.88,0.31,0.95,0.66,0.68,0.72,0.29,0.63,0.59,0.74
wsmt.csv,0.09,0.18,0.02,0.1,0.05,0.06,0.16,0.09,0.08,0.05,0.08,0.12,0.08,0.04,0.11,0.19,0.77,0.05,0.05,0.0
yarp0.csv,0.45,0.58,0.29,0.64,0.5,0.64,0.4,0.55,0.0,0.76,0.84,0.62,0.54,0.87,0.61,0.36,0.91,0.49,0.27,0.26
