,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.24,0.1,0.97,0.81,0.73,0.73,0.88,0.33,0.8,0.8,0.83,0.52,1.0,0.12,1.0,0.37,0.5
chaosrts.csv,0.58,0.48,0.25,0.95,0.8,0.73,0.96,1.0,0.9,0.89,0.92,0.79,0.94,0.99,0.45,0.89,0.8
cortex-vfx.csv,0.14,0.26,0.44,0.28,0.32,0.69,0.49,0.33,0.0,0.14,0.29,0.14,0.94,0.24,0.11,0.3,0.2
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fritzing.csv,0.4,0.62,0.97,0.74,0.6,0.81,0.67,0.0,0.2,0.74,0.57,0.28,0.53,0.51,0.49,0.67,0.55
jlinalg.csv,0.98,0.54,0.79,0.84,0.77,0.77,0.9,1.0,0.3,0.8,0.69,0.62,1.0,0.94,0.89,0.93,0.75
loki-lib.csv,0.56,0.82,0.61,0.64,0.71,0.54,0.32,1.0,0.6,0.8,0.72,0.93,0.81,0.75,0.44,0.78,0.55
metacosm.csv,0.4,0.32,0.39,0.64,0.45,0.77,0.38,0.0,0.2,0.57,0.2,0.41,0.57,0.31,0.25,0.89,0.45
multitude.csv,0.46,0.3,0.58,0.71,0.63,0.42,0.7,0.0,0.4,0.74,0.98,0.48,0.52,0.44,0.39,0.63,0.4
ng4j.csv,0.34,0.44,0.28,0.64,0.57,0.88,0.65,0.67,0.1,0.06,0.43,0.24,0.84,0.63,0.32,0.67,1.0
phonon-vlc-mplayer.csv,0.7,0.76,0.92,0.6,0.48,0.81,1.0,0.33,0.1,0.54,0.45,0.31,0.34,0.46,0.77,0.48,0.6
playerstage.csv,0.22,0.38,0.6,0.97,0.55,0.88,0.61,0.33,0.2,0.46,0.35,0.48,0.6,0.18,0.41,0.63,0.25
qgis.csv,0.5,0.66,0.53,0.55,0.96,0.5,0.54,1.0,0.1,0.49,0.4,0.31,0.6,0.63,0.34,0.56,0.35
rsyslog.csv,0.22,0.64,0.64,0.67,0.5,0.92,0.58,0.0,0.2,0.6,0.38,0.38,0.44,0.51,0.27,0.7,0.35
rtrt-on-gpu.csv,0.0,0.18,0.1,0.09,0.13,0.27,0.04,0.0,0.9,0.14,0.03,0.03,0.1,0.03,0.11,0.04,0.2
superwaba.csv,0.24,1.0,0.61,0.41,0.76,0.69,0.61,1.0,0.2,0.49,0.63,0.31,0.6,0.49,0.35,0.56,0.4
unflobtactical.csv,0.64,0.44,0.58,0.66,0.63,0.54,0.68,0.67,0.3,0.97,0.48,0.59,0.52,0.42,0.65,0.63,0.65
