,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,1.0,0.19,0.52,0.45,0.56,0.54,0.3,0.12,0.15,0.6,0.59,0.47,0.22,0.94,0.99,0.31,0.36
chaosrts.csv,0.91,0.37,0.46,0.42,0.47,0.66,0.31,0.05,0.18,0.57,0.55,0.45,0.24,1.0,0.71,0.5,0.29
cortex-vfx.csv,1.0,0.65,0.54,0.36,0.57,0.69,0.5,0.04,0.0,0.71,0.79,0.57,1.0,0.92,1.0,0.67,0.29
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fritzing.csv,0.95,0.57,0.99,0.52,0.59,0.57,0.48,0.0,0.14,0.79,0.71,0.5,0.32,0.91,1.0,0.5,0.42
jlinalg.csv,1.0,0.47,0.53,0.51,0.54,0.61,0.5,0.07,0.07,0.61,0.59,0.42,0.22,0.89,0.91,0.49,0.39
loki-lib.csv,0.9,0.55,0.61,0.49,0.62,0.74,0.2,0.05,0.16,0.64,0.57,1.0,0.24,0.92,0.84,0.57,0.27
metacosm.csv,0.91,0.64,0.64,0.62,0.67,0.77,0.46,0.0,0.18,0.74,0.87,0.57,0.28,0.96,0.9,1.0,0.43
multitude.csv,0.85,0.62,0.66,0.44,0.64,0.69,0.36,0.0,0.19,0.65,1.0,0.47,0.27,0.91,0.9,0.63,0.33
ng4j.csv,0.94,0.48,0.53,0.69,0.62,0.64,0.55,0.11,0.07,0.5,0.67,0.35,0.23,0.91,1.0,0.56,1.0
phonon-vlc-mplayer.csv,0.73,0.33,0.53,0.64,0.6,0.58,1.0,0.08,0.08,0.83,0.66,0.43,0.23,0.84,0.81,0.54,0.26
playerstage.csv,0.92,0.49,0.65,1.0,0.61,0.53,0.55,0.08,0.1,0.67,0.66,0.5,0.24,0.81,0.88,0.57,0.29
qgis.csv,0.71,0.44,0.63,0.53,1.0,0.68,0.39,0.08,0.5,0.77,0.6,0.56,0.26,0.88,0.8,0.6,0.37
rsyslog.csv,1.0,0.59,0.67,0.48,0.65,1.0,0.4,0.0,0.29,0.6,0.74,0.61,0.26,0.88,0.86,0.63,0.39
rtrt-on-gpu.csv,0.0,0.38,0.29,0.25,0.34,0.35,0.07,0.0,1.0,0.62,0.25,0.11,0.25,0.8,0.47,0.2,0.29
superwaba.csv,0.86,1.0,0.63,0.32,0.54,0.62,0.3,0.07,0.11,0.71,0.67,0.36,0.29,0.92,0.86,0.6,0.35
unflobtactical.csv,0.71,0.35,0.6,0.58,0.61,0.64,0.44,0.09,0.17,1.0,0.6,0.35,0.3,0.91,0.87,0.5,0.41
