,recall,precision,pf,wins
biopax.csv,0.73,0.47,0.64,3
chaosrts.csv,0.89,0.46,0.77,1
cortex-vfx.csv,0.28,0.65,0.13,16
fm-classic.csv,0.0,0.0,0.0,0
fritzing.csv,0.57,0.57,0.26,12
jlinalg.csv,0.8,0.51,0.56,4
loki-lib.csv,0.71,0.57,0.46,5
metacosm.csv,0.4,0.64,0.2,15
multitude.csv,0.48,0.63,0.32,7
ng4j.csv,0.57,0.56,0.25,13
phonon-vlc-mplayer.csv,0.54,0.58,0.31,9
playerstage.csv,0.46,0.57,0.3,6
qgis.csv,0.53,0.6,0.3,10
rsyslog.csv,0.5,0.61,0.24,14
rtrt-on-gpu.csv,0.1,0.29,0.16,2
superwaba.csv,0.56,0.6,0.34,8
unflobtactical.csv,0.63,0.58,0.34,11
