,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.0,0.24,0.83,0.69,0.55,0.67,0.74,0.1,0.92,0.73,0.64,0.37,1.0,0.05,0.05,0.71,0.31
chaosrts.csv,0.21,0.45,0.27,0.92,0.88,0.42,0.77,0.9,0.88,0.88,0.85,0.61,0.83,0.0,0.65,0.77,0.66
cortex-vfx.csv,0.0,0.08,0.35,0.35,0.23,0.33,0.18,0.34,0.12,0.08,0.08,0.07,0.0,0.16,0.0,0.13,0.17
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fritzing.csv,0.07,0.25,0.01,0.47,0.4,0.67,0.26,0.37,0.25,0.27,0.25,0.17,0.31,0.37,0.0,0.58,0.25
jlinalg.csv,0.0,0.34,0.65,0.58,0.64,0.54,0.32,0.56,0.88,0.69,0.53,0.54,1.0,0.89,0.3,0.84,0.39
loki-lib.csv,0.21,0.36,0.36,0.46,0.41,0.21,0.46,0.87,0.65,0.62,0.59,0.0,0.71,0.47,0.3,0.52,0.51
metacosm.csv,0.14,0.1,0.21,0.28,0.22,0.25,0.16,0.41,0.19,0.27,0.03,0.2,0.42,0.11,0.1,0.0,0.2
multitude.csv,0.29,0.1,0.29,0.64,0.34,0.21,0.45,0.26,0.35,0.54,0.0,0.35,0.39,0.32,0.15,0.32,0.27
ng4j.csv,0.07,0.26,0.23,0.2,0.34,0.54,0.2,0.25,0.27,0.08,0.24,0.28,0.8,0.47,0.0,0.45,0.0
phonon-vlc-mplayer.csv,0.93,0.85,0.75,0.24,0.31,0.62,0.0,0.18,0.23,0.15,0.25,0.26,0.3,0.63,0.65,0.35,0.58
playerstage.csv,0.07,0.22,0.3,0.0,0.33,0.83,0.19,0.18,0.38,0.31,0.2,0.3,0.51,0.32,0.2,0.42,0.2
qgis.csv,0.71,0.46,0.29,0.34,0.0,0.25,0.3,0.54,0.02,0.19,0.29,0.15,0.47,0.63,0.3,0.32,0.2
rsyslog.csv,0.0,0.24,0.3,0.51,0.26,0.0,0.32,0.15,0.1,0.54,0.15,0.15,0.35,0.53,0.15,0.35,0.19
rtrt-on-gpu.csv,0.0,0.16,0.22,0.18,0.24,0.54,0.23,0.0,0.0,0.12,0.1,0.17,0.09,0.05,0.45,0.13,0.17
superwaba.csv,0.14,0.0,0.34,0.63,0.61,0.46,0.51,0.6,0.35,0.27,0.34,0.35,0.4,0.32,0.2,0.32,0.25
unflobtactical.csv,0.93,0.43,0.36,0.34,0.39,0.33,0.32,0.31,0.31,0.0,0.36,0.7,0.33,0.32,0.35,0.55,0.32
