,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
benojt.csv,0.85,1.0,1.0,0.0,0.97,0.89,0.98,0.97
chrysalis.csv,0.15,0.12,0.59,0.0,0.21,0.59,0.25,0.38
jahshaka.csv,0.17,0.22,0.57,0.0,0.42,0.19,0.47,0.36
jatlas.csv,0.77,0.51,0.76,0.33,0.15,0.42,0.13,0.14
jedit.csv,0.31,0.39,0.46,1.0,0.82,0.72,0.72,0.97
open-media-library.csv,0.59,0.12,0.28,0.67,0.34,0.49,0.03,0.45
snakeyaml.csv,0.11,0.24,0.15,0.33,0.23,0.17,0.01,0.14
xamj.csv,0.31,0.71,0.26,0.33,0.16,0.36,0.22,0.23
