,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.0,0.2,0.12,0.19,0.29,0.12,0.31,0.08,0.06,0.26,0.0,0.1,0.13,0.17
chaperon.csv,0.0,0.06,0.18,0.06,0.06,0.0,0.03,0.04,0.0,0.08,0.0,0.0,0.08,0.02,0.17
co-ode-owl-plugins.csv,0.0,0.19,0.0,0.16,0.12,0.33,0.31,0.27,0.08,0.06,0.14,1.0,0.03,0.08,0.0
e-bio-flow.csv,0.09,0.06,0.11,0.1,0.12,0.0,0.29,0.06,0.27,0.05,0.26,0.0,0.05,0.12,0.17
free-evolution.csv,0.64,0.19,0.23,0.16,0.44,0.13,0.45,0.48,0.17,0.19,0.23,0.0,0.08,0.0,0.1
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
jmonkeyengine.csv,0.18,0.1,0.13,0.0,0.19,0.04,0.26,0.08,0.15,0.24,0.1,0.0,0.13,0.02,0.1
jmule.csv,0.45,0.48,0.32,0.48,0.62,0.46,0.46,0.75,0.48,0.49,0.48,0.0,0.38,0.23,0.0
kaffeine.csv,0.0,0.74,0.93,0.86,0.94,0.94,0.94,0.98,0.73,0.94,0.79,1.0,0.6,0.93,0.9
nodal.csv,0.36,0.1,0.15,0.26,0.0,0.27,0.19,0.35,0.15,0.0,0.15,0.0,0.13,0.1,0.1
ogrehg.csv,0.0,0.52,0.16,0.18,0.44,0.33,0.0,0.29,0.29,0.06,0.38,0.0,0.13,0.28,0.14
onotoa.csv,0.36,0.48,0.8,0.6,0.0,0.5,0.46,0.42,0.77,0.84,0.7,0.0,0.82,0.64,0.55
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
