,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.82,0.09,0.86,0.9,0.85,0.73,0.76,1.05,0.75,0.83,0.26,0.89,1.0,0.74,0.57
chaperon.csv,0.84,0.91,1.02,1.0,0.93,1.0,0.99,1.0,0.0,0.92,1.0,0.95,0.67,0.97,0.93
co-ode-owl-plugins.csv,0.96,0.58,0.0,0.9,0.61,0.8,0.76,1.04,1.0,0.83,1.01,1.27,1.0,0.94,1.0
e-bio-flow.csv,0.84,0.91,0.9,0.67,0.9,0.03,0.76,0.5,1.04,0.91,1.03,0.98,1.0,0.92,0.77
free-evolution.csv,0.86,0.49,0.86,0.85,0.89,0.91,0.62,0.69,1.01,0.81,0.23,0.8,1.0,0.03,0.63
jaxlib.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jmonkeyengine.csv,0.94,0.87,0.95,0.06,0.86,0.93,0.71,1.0,1.01,0.65,1.01,0.91,1.01,1.0,0.96
jmule.csv,0.8,0.61,0.84,0.69,0.74,0.55,0.66,0.75,1.11,0.58,0.48,0.71,0.51,0.74,0.04
kaffeine.csv,0.0,0.74,0.93,0.88,0.95,0.94,0.94,0.98,0.73,0.94,0.79,1.01,0.69,0.94,0.9
nodal.csv,0.88,0.91,0.9,0.93,0.82,0.97,0.81,1.06,1.01,0.0,1.01,0.77,1.01,0.98,0.84
ogrehg.csv,0.73,0.72,0.96,0.64,0.76,0.65,0.03,1.04,0.8,0.96,0.38,0.7,0.68,0.64,0.93
onotoa.csv,0.49,0.76,0.89,0.75,0.0,0.62,0.67,0.42,0.77,0.87,0.7,0.35,0.82,0.81,0.61
papertoolkit.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.99,0.0,1.0,1.0
