,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,1.0,1.0,0.14,0.25,0.81,0.4,0.57,0.0,0.2,0.5,0.03,1.0,0.0,0.39,0.69
chaperon.csv,1.0,0.5,0.0,0.0,0.83,0.0,0.12,0.0,1.0,0.29,0.0,1.0,0.17,0.33,0.29
co-ode-owl-plugins.csv,1.0,0.62,1.0,0.2,0.94,0.32,0.38,0.0,0.0,0.5,0.0,0.98,0.0,0.18,0.0
e-bio-flow.csv,0.89,0.5,0.17,0.55,0.8,1.0,0.4,0.25,0.0,0.4,0.0,1.0,0.0,0.19,0.55
free-evolution.csv,0.75,0.67,0.12,0.27,0.71,0.3,0.45,0.04,0.0,0.29,0.04,1.0,0.0,1.0,0.75
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmonkeyengine.csv,0.67,0.5,0.08,1.0,0.8,0.5,0.46,0.0,0.0,0.38,0.0,1.0,0.0,0.0,0.25
jmule.csv,0.77,0.48,0.12,0.27,0.82,0.47,0.42,0.05,0.0,0.34,0.02,1.0,0.08,0.29,1.0
kaffeine.csv,1.0,0.49,0.17,0.26,0.81,0.37,0.39,0.04,0.1,0.28,0.01,0.99,0.05,0.23,0.47
nodal.csv,0.71,0.4,0.12,0.13,1.0,0.12,0.42,0.0,0.0,1.0,0.0,1.0,0.0,0.08,0.57
ogrehg.csv,1.0,0.41,0.06,0.44,0.8,0.43,1.0,0.0,0.07,0.2,0.02,1.0,0.11,0.32,0.33
onotoa.csv,0.89,0.38,0.13,0.25,1.0,0.42,0.42,0.09,0.1,0.25,0.01,1.0,0.06,0.2,0.53
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
