,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.67,0.5,0.71,0.88,0.81,0.56,0.68,0.6,0.8,0.88,0.55,0.95,0.83,0.7,0.5
chaperon.csv,0.88,0.75,0.94,0.67,0.83,0.0,0.88,0.5,0.75,0.86,0.0,0.9,0.83,0.67,0.86
co-ode-owl-plugins.csv,0.5,0.69,0.94,0.9,0.66,0.76,0.99,0.92,0.75,0.88,0.94,0.98,0.5,0.91,0.0
e-bio-flow.csv,0.78,0.75,0.92,0.91,0.9,0.62,0.8,0.75,0.69,0.8,0.7,0.67,0.67,0.94,0.73
free-evolution.csv,0.71,0.56,0.83,0.91,0.71,0.9,0.73,0.54,0.88,0.82,0.64,0.97,0.8,0.84,0.67
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmonkeyengine.csv,0.83,0.83,0.92,0.76,0.93,0.75,0.99,0.75,0.86,0.88,0.92,0.94,0.88,0.5,0.75
jmule.csv,0.64,0.38,0.48,0.36,0.33,0.4,0.6,0.32,0.52,0.38,0.4,0.61,0.44,0.63,0.48
kaffeine.csv,0.41,0.31,0.37,0.34,0.32,0.37,0.46,0.29,0.41,0.3,0.35,0.36,0.34,0.45,0.33
nodal.csv,0.93,0.8,0.88,0.73,0.92,0.88,0.99,0.53,0.86,0.74,0.94,0.98,0.88,0.92,0.86
ogrehg.csv,0.69,0.48,0.94,0.69,0.57,0.53,0.66,0.71,0.67,0.8,0.51,0.64,0.89,0.7,0.83
onotoa.csv,0.51,0.67,0.45,0.47,0.39,0.6,0.6,0.45,0.51,0.34,0.49,0.49,0.4,0.5,0.38
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
