,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.38,0.06,0.63,0.56,0.0,0.55
exl.csv,0.38,0.35,0.4,0.74,0.18,0.83
opennms.csv,0.58,0.15,0.27,0.15,0.08,0.0
phet.csv,0.44,0.5,0.15,0.7,0.0,0.16
runuomondains.csv,0.41,0.27,0.56,0.67,0.52,0.88
