,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.6,0.97,0.53,0.57,0.67,0.41
exl.csv,0.42,0.43,0.54,0.38,0.56,0.42
opennms.csv,0.61,0.92,0.86,0.94,0.71,0.0
phet.csv,0.55,0.83,0.91,0.61,0.93,0.89
runuomondains.csv,0.37,0.44,0.45,0.38,0.73,0.42
