,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.35,0.12,0.21,0.0,0.05,0.08
exl.csv,0.74,0.67,0.71,0.0,0.37,0.08
opennms.csv,0.25,0.19,0.15,0.0,0.27,0.0
phet.csv,0.55,0.28,0.15,1.0,0.25,0.38
runuomondains.csv,0.7,0.65,0.75,0.0,0.15,0.54
