,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.6,0.79,0.04,0.62
img-browse-sort.csv,0.54,0.64,0.67,0.08
pcsx2.csv,0.82,0.02,0.64,0.77
xstore.csv,0.07,0.51,0.73,0.57
