,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.71,0.9,0.99,0.71
img-browse-sort.csv,0.74,0.85,0.52,0.92
pcsx2.csv,0.6,1.0,0.53,0.24
xstore.csv,1.0,0.8,0.42,0.35
