,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.54,0.34,0.97,0.5
img-browse-sort.csv,0.6,0.51,0.44,0.92
pcsx2.csv,0.3,0.99,0.47,0.27
xstore.csv,0.97,0.68,0.45,0.42
