,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.16,0.95,0.06,0.22,0.23,0.27,0.21,0.5,0.0,0.26,1.0,0.11,0.33,0.24,0.25
chaperon.csv,0.24,0.18,0.17,0.17,0.08,0.1,0.1,0.0,1.0,0.22,0.0,0.18,0.33,0.03,0.25
co-ode-owl-plugins.csv,0.06,0.09,0.89,0.0,0.11,0.23,0.1,0.0,0.0,0.09,0.0,0.03,0.0,0.0,0.0
e-bio-flow.csv,0.02,0.23,0.11,0.28,0.18,0.97,0.02,0.5,0.5,0.22,1.0,0.01,0.0,0.0,0.21
free-evolution.csv,0.47,0.55,0.17,0.22,0.3,0.3,0.48,1.0,0.25,0.3,1.0,0.39,0.33,0.88,0.54
jaxlib.csv,0.02,0.0,0.0,0.0,0.04,0.0,0.07,1.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0
jmonkeyengine.csv,0.31,0.45,0.22,0.94,0.34,0.43,0.56,0.0,0.0,0.43,0.0,0.24,0.33,0.27,0.12
jmule.csv,0.33,0.55,0.89,0.72,0.55,0.73,0.61,1.0,0.25,0.39,1.0,0.61,0.67,0.36,1.0
kaffeine.csv,0.98,0.86,1.0,1.0,0.77,1.0,0.99,1.0,0.5,1.0,1.0,0.98,0.67,1.0,0.96
nodal.csv,0.33,0.55,0.39,0.44,0.27,0.47,0.49,1.0,0.0,0.96,1.0,0.22,0.0,0.3,0.46
ogrehg.csv,0.22,0.55,0.17,0.5,0.31,0.47,0.97,1.0,0.0,0.13,1.0,0.3,0.0,0.27,0.12
onotoa.csv,0.24,0.27,0.61,0.44,1.0,0.67,0.46,1.0,0.25,0.52,1.0,0.25,1.0,0.45,0.54
papertoolkit.csv,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0
