,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.19,0.96,0.07,0.26,0.27,0.31,0.25,0.53,0.0,0.3,0.94,0.13,0.38,0.28,0.29
chaperon.csv,0.28,0.21,0.2,0.2,0.1,0.12,0.12,0.0,1.0,0.26,0.0,0.22,0.38,0.04,0.29
co-ode-owl-plugins.csv,0.07,0.11,0.91,0.0,0.13,0.27,0.12,0.0,0.0,0.11,0.0,0.04,0.0,0.0,0.0
e-bio-flow.csv,0.02,0.27,0.13,0.33,0.21,0.98,0.02,0.55,0.53,0.26,0.94,0.01,0.0,0.0,0.25
free-evolution.csv,0.47,0.57,0.2,0.26,0.34,0.34,0.5,0.87,0.29,0.34,0.93,0.0,0.38,0.9,0.46
jaxlib.csv,0.02,0.0,0.0,0.0,0.05,0.0,0.09,1.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0
jmonkeyengine.csv,0.35,0.48,0.25,0.95,0.38,0.47,0.57,0.0,0.0,0.48,0.0,0.28,0.37,0.31,0.14
jmule.csv,0.38,0.54,0.75,0.67,0.54,0.67,0.59,0.77,0.28,0.41,0.86,0.66,0.64,0.4,1.0
kaffeine.csv,0.98,0.64,0.33,0.0,0.54,0.36,0.13,0.09,0.45,0.13,0.45,0.0,0.55,0.09,0.65
nodal.csv,0.35,0.57,0.43,0.47,0.31,0.5,0.5,0.62,0.0,0.97,0.94,0.26,0.0,0.34,0.51
ogrehg.csv,0.26,0.58,0.2,0.54,0.34,0.5,0.98,0.82,0.0,0.16,0.89,0.0,0.0,0.31,0.15
onotoa.csv,0.28,0.3,0.59,0.48,0.99,0.6,0.47,0.91,0.26,0.48,0.65,0.29,0.27,0.48,0.48
papertoolkit.csv,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0
