,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.5,0.28,0.72,0.48,0.47,0.5,0.1,0.65,0.42,0.32
fritzing.csv,0.72,0.7,0.72,0.6,0.74,0.75,0.1,0.25,0.71,0.45
jlinalg.csv,0.84,0.34,0.71,0.71,0.5,1.0,0.6,0.85,0.62,0.77
knowledge.csv,0.8,0.86,0.82,0.88,0.84,1.0,0.2,0.65,0.62,0.86
massiv.csv,0.16,0.32,0.36,0.0,0.0,1.0,0.0,0.6,0.0,0.02
multitude.csv,0.84,0.58,0.86,0.83,0.81,0.75,0.6,0.95,0.79,0.71
playerstage.csv,0.48,0.76,0.83,0.74,0.76,0.5,0.1,0.45,0.42,0.45
quarkplusplus.csv,0.94,0.56,0.61,0.4,0.47,0.5,0.1,0.6,0.67,0.43
rtrt-on-gpu.csv,0.18,0.58,0.19,0.36,0.34,0.0,0.6,0.05,0.17,0.32
superwaba.csv,0.26,0.72,0.58,0.24,0.52,0.5,0.2,0.95,0.42,0.42
