,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.0,1.0,1.0,1.0,0.0,49.0,4.0,0.0,1.0,2.0
fritzing.csv,0.0,1.0,1.0,1.0,0.0,56.0,0.0,0.0,2.0,2.0
jlinalg.csv,0.0,14.0,1.0,1.0,0.0,219.0,2.0,9.0,1.0,0.0
knowledge.csv,0.0,10.0,0.0,1.0,0.0,182.0,9.0,6.0,3.0,0.0
massiv.csv,0.0,6.0,1.0,140.0,66.0,1.0,57.0,0.0,55.0,0.0
multitude.csv,0.0,9.0,1.0,1.0,0.0,210.0,9.0,2.0,2.0,0.0
playerstage.csv,0.0,8.0,0.0,0.0,0.0,91.0,0.0,2.0,5.0,2.0
quarkplusplus.csv,0.0,11.0,1.0,4.0,0.0,69.0,12.0,0.0,0.0,2.0
rtrt-on-gpu.csv,2.0,18.0,2.0,2.0,0.0,561.0,1.0,2.0,5.0,0.0
superwaba.csv,0.0,0.0,2.0,2.0,0.0,93.0,2.0,3.0,0.0,4.0
