,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,0.95,1.0,1.0,0.98,0.0
lazarus-ccr.csv,0.0,0.76,0.7,0.78,1.01,1.06
lcfizvtop.csv,0.97,0.62,0.95,0.75,0.02,0.66
migen.csv,0.69,0.03,0.85,0.81,1.02,0.83
mvnforum.csv,0.96,0.88,0.02,0.81,0.91,0.97
plplot.csv,1.0,0.77,0.76,0.19,0.72,0.84
