,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.31,0.2,0.45,0.38,0.27,0.11,0.0
flylegacy.csv,0.61,0.55,0.8,0.3,0.54,0.48,0.29
jguard.csv,0.49,0.47,0.8,0.28,0.75,0.6,0.33
mob-sen-plat.csv,0.56,0.81,0.84,0.2,0.68,0.46,0.35
raygina.csv,0.6,0.0,0.7,0.27,0.41,0.36,0.25
upp-mirror.csv,0.33,0.16,0.74,0.34,0.74,0.37,0.23
wishmaster.csv,0.36,0.11,0.51,0.28,0.67,0.36,0.44
