,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.24,0.12,0.32,0.56,0.17,0.07,0.0
flylegacy.csv,0.88,0.42,0.75,0.54,0.48,0.8,0.71
jguard.csv,0.8,0.33,0.87,0.84,0.86,0.7,1.0
mob-sen-plat.csv,0.88,0.82,0.94,0.37,0.72,0.77,0.5
raygina.csv,0.64,0.0,0.68,0.77,0.3,0.37,0.29
upp-mirror.csv,0.32,0.09,0.71,0.57,0.7,0.37,0.21
wishmaster.csv,0.28,0.06,0.4,0.41,0.64,0.4,0.71
