,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.93,0.88,0.73,0.79,0.94,0.83,0.89
flylegacy.csv,0.4,0.56,0.39,0.56,0.53,0.48,0.39
jguard.csv,0.4,0.71,0.36,0.37,0.4,0.6,0.38
mob-sen-plat.csv,0.37,0.35,0.35,0.51,0.33,0.39,0.46
raygina.csv,0.5,0.5,0.44,0.38,0.64,0.45,0.89
upp-mirror.csv,0.71,0.8,0.39,0.65,0.43,0.83,0.92
wishmaster.csv,0.71,0.75,0.47,0.56,0.33,0.46,0.45
