,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.19,0.2,0.27,0.25,0.17,0.07,0.15
flylegacy.csv,0.58,0.2,0.32,0.37,0.49,0.8,0.75
jguard.csv,0.86,0.15,0.86,0.75,0.68,0.34,0.95
mob-sen-plat.csv,0.74,0.35,0.86,0.43,0.63,0.82,0.31
raygina.csv,0.28,0.1,0.73,0.72,0.22,0.36,0.23
upp-mirror.csv,0.37,0.1,0.64,0.33,0.32,0.32,0.15
wishmaster.csv,0.16,0.1,0.5,0.28,0.41,0.45,0.34
