,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,98.5,96.5,197.5,196.5,195.5,192.0,93.5,581.0,294.0,296.5,19947.5,98.5,99.0,484.5
encog-cs.csv,98.5,99.0,99.0,98.5,196.0,290.5,96.5,582.5,391.0,256.5,53235.5,96.5,99.0,486.5
extprosys.csv,98.5,96.5,198.0,197.5,295.0,192.0,173.0,483.5,392.5,296.5,42799.0,98.5,99.0,584.0
ibatisdb.csv,69.0,86.5,99.0,98.5,90.5,279.5,96.5,193.0,391.0,1204.5,9755.5,135.0,241.5,422.5
intact.csv,2889.5,96.5,95.5,197.5,194.5,194.0,96.5,290.5,490.0,1066.5,32918.5,88.5,99.0,484.5
japano.csv,4291.5,99.0,99.0,196.5,295.0,193.0,96.5,191.0,490.0,296.5,53012.0,99.0,99.0,486.5
lockss.csv,98.5,93.5,99.0,92.5,92.5,455.5,87.5,386.0,195.0,264.5,21947.5,180.0,99.0,582.0
ofbiz.csv,3997.5,93.5,198.0,196.5,195.5,190.0,93.5,190.0,391.0,193.0,38246.5,97.5,99.0,387.0
officefloor.csv,98.5,59.5,89.5,197.5,96.5,521.5,62.5,289.5,292.5,829.0,15059.5,197.0,97.5,484.5
opennms.csv,2675.0,99.0,88.5,91.5,194.5,89.5,96.5,84.5,282.5,98.5,3244.5,98.5,99.0,413.5
rohxel.csv,98.5,93.5,99.0,183.0,191.5,283.5,96.5,287.5,195.0,313.0,10913.5,183.0,99.0,287.5
roolo.csv,98.5,88.5,198.0,197.5,295.0,290.5,93.5,388.5,292.5,296.5,49765.5,99.0,99.0,390.0
sevenupdate.csv,98.5,99.0,198.0,197.5,196.0,290.5,96.5,680.0,490.0,197.5,53520.0,99.0,99.0,584.0
