,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.75,0.48,0.58,0.85,0.32,0.58,0.59,0.32,0.53,0.71,0.54,0.6,0.53,0.52,0.34
encog-cs.csv,0.21,0.49,0.5,0.0,0.2,0.13,0.0,0.0,0.69,0.31,0.17,0.37,0.52,0.27,0.42
extprosys.csv,0.74,0.0,0.59,0.56,0.32,0.59,0.32,0.43,0.56,0.28,0.75,0.54,0.51,0.7,0.34
ibatisdb.csv,0.0,0.28,0.34,0.29,0.49,0.41,0.32,0.29,0.43,0.39,0.58,0.06,0.09,0.76,0.46
intact.csv,0.79,0.44,0.48,0.57,0.65,0.64,0.3,0.35,0.46,0.05,0.72,0.23,0.6,0.49,0.3
japano.csv,0.0,0.0,0.63,0.26,0.58,0.53,0.0,0.75,0.3,0.48,0.23,0.37,0.32,0.54,0.61
lockss.csv,0.91,0.5,0.57,0.25,0.25,0.24,0.54,0.49,0.28,0.65,0.71,0.55,0.42,0.39,0.59
ofbiz.csv,0.0,0.47,0.32,0.48,0.52,0.54,0.58,0.44,0.62,0.17,0.58,0.39,0.73,0.62,0.53
officefloor.csv,0.8,0.24,0.2,0.47,0.25,0.24,0.04,0.39,0.45,0.27,0.67,0.06,0.26,0.55,0.43
opennms.csv,0.79,0.4,0.32,0.21,0.53,0.31,0.52,0.22,0.37,0.4,0.39,0.12,0.55,0.23,0.0
rohxel.csv,0.82,0.34,0.52,0.33,0.47,0.34,0.72,0.44,0.15,0.17,0.28,0.45,0.27,0.17,0.0
roolo.csv,0.0,0.58,0.62,0.51,0.49,0.44,0.27,0.36,0.54,0.55,0.57,0.77,0.51,0.33,0.45
sevenupdate.csv,0.0,0.75,0.0,0.0,0.23,0.0,0.0,0.0,0.21,0.48,0.05,0.0,0.27,0.0,0.0
web-cat.csv,0.51,0.55,0.17,0.0,0.31,0.5,0.32,0.35,0.37,0.52,0.42,0.52,0.5,0.55,0.68
