,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.38,0.67,0.59,0.38,0.48,0.52,0.6,0.42,0.45,0.42,0.57,0.43,0.42,0.47,0.46
encog-cs.csv,0.32,0.48,0.63,0.4,0.37,0.34,0.37,0.5,0.44,0.68,0.47,0.45,0.42,0.45,0.33
extprosys.csv,0.44,0.43,0.59,0.37,0.38,0.49,0.85,0.6,0.45,0.43,0.5,0.49,0.42,0.45,0.68
ibatisdb.csv,0.8,0.64,0.72,0.67,0.51,0.68,0.64,0.65,0.61,0.53,0.58,0.78,0.96,0.67,0.57
intact.csv,0.43,0.44,0.65,0.45,0.43,0.55,0.69,0.51,0.64,0.39,0.42,0.59,0.39,0.51,0.6
japano.csv,0.4,0.46,0.57,0.39,0.43,0.4,0.38,0.53,0.36,0.46,0.48,0.45,0.41,0.51,0.44
lockss.csv,0.5,0.4,0.55,0.78,0.69,0.75,0.42,0.41,0.82,0.45,0.43,0.46,0.48,0.53,0.41
ofbiz.csv,0.43,0.47,0.51,0.43,0.52,0.38,0.4,0.45,0.53,0.71,0.46,0.59,0.45,0.47,0.38
officefloor.csv,0.44,0.7,0.85,0.52,0.94,0.88,0.0,0.42,0.59,0.78,0.52,0.67,0.79,0.47,0.4
opennms.csv,0.42,0.46,0.97,0.87,0.63,0.94,0.41,0.77,0.82,0.61,0.78,0.8,0.5,0.94,0.5
rohxel.csv,0.47,0.57,0.59,0.69,0.67,0.83,0.45,0.68,0.9,0.92,0.88,0.8,0.76,0.8,0.0
roolo.csv,0.37,0.49,0.61,0.56,0.41,0.4,0.73,0.74,0.55,0.58,0.51,0.76,0.45,0.54,0.44
sevenupdate.csv,0.3,0.6,0.47,0.35,0.38,0.33,0.36,0.47,0.37,0.67,0.45,0.41,0.4,0.42,0.32
web-cat.csv,0.37,0.64,0.49,0.37,0.38,0.39,0.39,0.56,0.38,0.46,0.51,0.48,0.4,0.48,0.61
