,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.02,0.92,0.37,0.98,0.17,0.39,0.88,0.91,0.34,0.26,0.06,0.38,0.69,0.24,0.25
encog-cs.csv,0.01,0.89,0.31,0.86,0.25,0.28,0.78,0.93,0.53,0.24,0.03,0.35,0.69,0.25,0.4
extprosys.csv,0.01,0.86,0.43,0.9,0.27,0.32,0.85,0.93,0.36,0.17,0.05,0.34,0.68,0.33,0.27
ibatisdb.csv,0.0,0.86,0.35,0.82,0.32,0.35,0.79,0.91,0.42,0.18,0.06,0.11,0.62,0.6,0.57
intact.csv,0.02,0.88,0.32,0.91,0.32,0.48,0.77,0.95,0.5,0.19,0.04,0.24,0.71,0.3,0.33
japano.csv,0.0,0.88,0.33,0.87,0.28,0.3,0.77,0.98,0.36,0.18,0.02,0.35,0.66,0.25,0.41
lockss.csv,0.03,0.92,0.38,0.96,0.23,0.3,0.81,0.94,0.47,0.32,0.05,0.39,0.75,0.22,0.5
ofbiz.csv,0.0,0.89,0.28,0.86,0.27,0.29,0.8,0.94,0.44,0.1,0.03,0.41,0.8,0.31,0.38
officefloor.csv,0.02,1.0,0.33,0.92,0.35,0.38,1.0,0.9,0.46,0.22,0.06,0.33,0.85,0.36,0.32
opennms.csv,0.02,0.86,0.39,0.83,0.4,0.44,0.76,1.0,0.52,0.21,0.05,0.2,0.74,0.41,0.0
rohxel.csv,0.02,1.0,0.31,0.94,0.36,0.39,0.88,0.98,0.8,0.25,0.02,0.53,0.7,0.14,0.0
roolo.csv,0.0,0.9,0.32,0.88,0.28,0.27,0.82,0.93,0.35,0.19,0.03,0.71,0.68,0.14,0.31
sevenupdate.csv,0.01,1.0,0.28,0.88,0.24,0.29,0.78,0.93,0.36,0.17,0.03,0.34,0.67,0.26,0.38
web-cat.csv,0.01,0.93,0.28,0.88,0.25,0.31,0.78,0.93,0.36,0.2,0.03,0.38,0.69,0.28,0.57
