,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.63,0.8,0.9,0.88,0.65,1.0,0.57,0.37,0.77,1.0,1.01,1.0,0.85,0.76,0.51,0.93,0.84,0.9
arsenal-1.csv,0.9,1.01,0.55,0.71,0.75,0.51,0.91,0.87,1.0,1.04,0.93,0.65,1.02,0.75,0.51,0.77,0.81,0.7
atomsite.csv,0.48,0.95,1.0,0.88,0.52,1.0,0.34,0.78,0.94,0.93,0.98,0.58,0.9,0.58,0.67,0.98,1.01,0.66
barracudamvc.csv,1.01,0.4,0.87,0.79,1.0,1.0,1.0,1.01,1.0,1.01,0.93,0.99,0.89,0.98,0.98,0.97,1.0,0.93
bionote.csv,0.44,0.86,0.71,0.82,0.84,0.66,0.64,0.81,0.91,0.79,0.72,0.56,0.9,0.54,0.26,0.68,0.71,0.66
bulmages.csv,1.0,0.71,1.03,0.96,0.87,1.0,1.0,0.96,1.0,1.03,1.0,0.52,1.0,0.62,1.0,0.69,0.95,0.76
fm-classic.csv,0.98,0.83,0.61,0.88,1.0,0.82,0.81,0.87,1.0,0.09,0.91,0.86,0.84,0.96,0.64,0.59,0.93,0.93
hazelcast.csv,0.5,1.0,0.43,0.91,0.69,0.57,0.05,0.78,0.73,0.9,0.74,0.59,0.65,0.46,0.67,0.71,0.16,0.8
jppf-project.csv,0.93,0.88,0.82,0.86,0.83,0.97,0.6,0.93,0.91,0.34,0.8,0.83,0.28,0.86,0.64,0.56,0.88,0.85
megasquirtavr.csv,1.0,0.77,0.47,1.0,0.86,1.0,1.0,0.9,0.96,0.9,0.93,0.72,0.69,0.73,0.93,0.76,1.16,0.56
mevenide.csv,0.79,0.87,0.63,0.76,0.91,0.91,0.96,1.0,1.0,0.6,1.0,0.91,0.68,0.92,0.75,0.32,0.93,0.91
mumble.csv,0.47,0.47,0.8,0.91,0.73,0.86,0.65,0.92,0.76,1.11,0.43,0.63,0.58,0.22,0.74,0.83,0.64,0.8
mycila.csv,1.0,0.85,0.85,0.58,0.93,0.97,0.54,0.97,0.74,0.85,0.31,0.98,0.68,0.84,0.79,0.93,1.01,0.75
opengs.csv,0.5,0.66,0.71,0.85,0.54,0.64,1.09,0.42,0.36,0.55,0.83,0.6,0.93,0.44,0.71,0.79,1.03,0.6
openintents.csv,0.91,0.61,0.95,0.45,0.94,1.0,0.26,0.72,0.76,0.68,0.6,0.87,1.0,1.01,0.87,0.78,1.05,0.99
tweetsharp.csv,0.93,0.68,0.98,0.64,0.67,0.81,1.09,0.86,0.99,1.01,0.81,0.72,1.01,0.53,0.79,0.9,1.05,0.41
xharbour.csv,0.24,1.0,0.63,0.79,0.61,1.0,0.43,0.67,0.99,0.74,0.84,0.7,0.85,0.76,0.48,0.8,1.0,0.69
