,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.09,0.57,0.38,0.32,0.64,0.93,0.94,0.4,0.37,0.44,0.41,0.37,0.45,0.13,0.2,0.25,0.29
fontforge.csv,0.06,0.43,0.17,0.32,0.57,0.46,0.94,0.96,0.13,0.51,0.23,0.2,0.27,0.13,0.63,0.32,0.32
glas.csv,0.31,0.19,0.25,0.23,0.54,0.41,0.0,0.66,0.43,0.06,0.27,0.37,0.34,0.96,0.2,0.25,0.41
gmerlin.csv,0.36,0.67,0.49,0.56,0.38,0.48,0.92,0.62,0.36,0.53,0.33,0.53,0.45,0.19,0.2,0.32,0.95
hannosset.csv,0.0,0.04,0.09,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.0
hatari.csv,0.4,0.57,0.96,0.44,0.59,0.4,0.92,0.65,0.71,0.56,0.68,0.51,0.41,0.34,0.54,0.61,0.19
jaolt.csv,0.62,0.61,0.64,0.52,0.58,0.59,0.86,0.52,0.63,0.44,0.72,0.39,0.99,0.61,0.6,0.65,0.31
jcl.csv,0.02,0.37,0.04,0.1,0.06,0.04,0.0,0.1,0.07,0.36,0.05,0.13,0.06,0.0,0.0,0.94,0.04
ltp.csv,0.06,0.33,0.12,0.15,0.99,0.06,0.0,0.1,0.0,0.0,0.06,0.07,0.15,0.0,0.38,0.0,0.11
mia.csv,0.44,0.56,0.2,0.19,0.04,0.44,0.0,0.66,0.07,0.37,0.32,0.95,0.42,0.0,0.2,0.4,0.43
net-snmp.csv,0.96,0.55,0.43,0.36,0.59,0.42,0.92,0.37,0.25,0.4,0.42,0.26,0.44,0.13,0.37,0.57,0.48
opde.csv,0.63,0.48,0.41,0.97,0.62,0.42,0.0,0.2,0.36,0.53,0.52,0.26,0.47,0.13,0.44,0.4,0.48
oppna-program-hsatools.csv,0.48,0.43,0.13,0.09,0.05,0.63,0.0,0.0,0.21,0.21,0.99,0.05,0.13,0.58,0.38,0.35,0.47
powerfolder-.csv,0.33,1.0,0.0,0.1,0.07,0.2,0.0,0.0,0.07,0.27,0.22,0.13,0.29,0.0,0.0,0.6,0.0
qlc.csv,0.02,0.04,0.09,0.1,0.01,0.06,0.0,0.14,0.95,0.04,0.07,0.07,0.04,0.04,0.0,0.17,0.11
tcl.csv,0.18,0.12,0.09,0.28,0.55,0.31,0.0,0.2,0.37,0.96,0.19,0.37,0.1,0.22,0.2,0.25,0.11
