,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.33,0.33,0.38,0.27,0.34,1.0,0.0,0.15,0.38,0.56,0.12,0.28,0.28,0.22,0.31,0.28,0.11,0.6
brlcad.csv,0.38,0.03,0.11,0.54,0.51,0.5,0.61,0.4,0.39,0.56,0.67,0.66,0.61,0.78,0.45,0.78,0.58,0.29
genoviz.csv,0.08,0.07,0.04,0.03,0.02,0.5,0.02,0.0,0.02,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.05,0.0
gnupdate.csv,0.71,0.39,0.18,0.39,0.0,0.0,0.27,0.17,0.29,0.42,0.21,0.19,0.22,0.05,0.31,0.17,0.07,0.31
google-gears.csv,0.75,0.79,0.71,0.79,0.77,1.0,0.63,0.66,0.42,0.53,0.75,0.85,0.82,0.0,0.83,0.61,0.43,0.53
konversation.csv,0.25,0.28,0.36,0.0,0.34,0.5,0.31,0.57,0.23,0.56,0.21,0.3,0.2,0.32,0.28,0.28,0.44,0.13
linux-ntfs.csv,0.25,0.33,0.2,0.3,0.17,1.0,0.35,0.17,0.23,0.44,0.46,0.43,0.43,0.32,0.0,0.33,0.29,0.51
linuxsh.csv,0.12,0.14,0.0,0.14,0.09,0.0,0.14,0.28,0.2,0.27,0.12,0.34,0.16,0.08,0.34,0.0,0.08,0.24
modplug.csv,0.92,0.8,0.89,0.77,0.56,1.0,0.67,0.62,0.48,0.42,0.0,0.74,0.41,0.57,0.83,0.44,0.5,0.8
nativeclient.csv,0.54,0.54,0.6,0.52,0.34,0.75,0.49,0.55,0.56,0.6,0.17,0.68,0.27,0.35,0.72,0.33,0.0,0.76
ogre.csv,0.96,1.0,1.0,0.98,1.0,0.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.86,1.0,0.99,0.98
openfrag.csv,0.83,0.92,0.78,0.52,0.98,1.0,0.63,0.83,0.58,0.51,0.75,0.02,0.6,0.49,0.79,0.44,0.79,0.8
projecteqemu.csv,0.46,0.2,0.05,0.07,0.15,0.5,0.14,0.19,0.15,0.0,0.0,0.06,0.03,0.22,0.38,0.0,0.06,0.2
qse.csv,0.62,0.38,0.25,0.24,0.13,0.5,0.16,0.0,0.34,0.49,0.21,0.17,0.19,0.16,0.41,0.06,0.21,0.49
sandiaportals.csv,0.96,0.75,0.44,0.51,0.4,1.0,0.65,0.72,0.65,0.73,0.58,0.3,0.47,0.43,0.9,0.0,0.4,0.89
sauerbraten.csv,0.04,0.39,0.38,0.3,0.4,0.75,0.18,0.49,0.17,0.2,0.08,0.32,0.07,0.24,0.48,0.22,0.02,0.42
turbotrader-bos.csv,0.67,0.44,0.24,0.36,0.05,1.0,0.59,0.47,0.0,0.58,0.79,0.19,0.57,0.41,0.52,0.39,0.55,0.29
xapian.csv,0.71,0.66,0.71,0.39,0.79,0.5,0.53,0.43,0.4,0.67,0.42,0.3,0.01,0.35,0.52,0.61,0.18,0.58
