,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.42,0.7,0.67,0.37,0.45,1.09,0.16,0.25,0.48,0.62,0.38,0.68,0.64,0.57,0.56,0.63,0.67,0.63
brlcad.csv,0.9,0.26,0.74,0.64,0.91,0.52,0.77,0.82,0.77,0.77,0.88,0.85,0.75,0.86,0.57,0.91,0.87,0.67
genoviz.csv,0.67,0.96,1.0,0.58,0.9,1.11,0.89,0.86,0.7,0.7,0.87,0.91,0.92,0.95,0.85,0.98,0.86,0.0
gnupdate.csv,0.72,0.59,0.93,0.46,0.15,0.78,0.41,0.46,0.56,0.77,0.79,0.75,0.76,0.69,0.59,0.66,0.75,0.37
google-gears.csv,0.77,0.8,0.76,0.79,0.78,1.06,0.69,0.67,0.5,0.66,0.78,0.86,0.83,0.01,0.83,0.68,0.64,0.57
konversation.csv,0.83,0.87,0.73,0.08,0.65,0.75,0.9,0.79,0.7,0.81,0.72,0.72,0.8,0.71,0.75,0.72,0.7,0.61
linux-ntfs.csv,0.5,0.76,0.84,0.58,0.53,1.13,0.67,0.65,0.47,0.67,0.54,0.82,0.6,0.69,0.0,0.64,0.73,0.51
linuxsh.csv,0.55,0.69,0.18,0.44,0.76,0.74,0.49,0.71,0.52,0.52,0.72,0.82,0.86,0.76,0.64,0.66,0.87,0.47
modplug.csv,0.92,0.81,0.9,0.81,0.57,1.11,0.71,0.63,0.55,0.54,0.02,0.75,0.54,0.71,0.84,0.5,0.58,0.82
nativeclient.csv,0.56,0.67,0.63,0.53,0.52,1.08,0.5,0.58,0.61,0.64,0.42,0.72,0.38,0.62,0.8,0.56,0.0,0.85
ogre.csv,0.96,1.0,1.0,0.98,1.0,0.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.86,1.0,0.99,1.0
openfrag.csv,0.83,0.92,0.78,0.55,0.98,1.14,0.63,0.83,0.6,0.54,0.81,0.08,0.74,0.62,0.84,0.55,0.81,0.8
projecteqemu.csv,0.51,0.81,0.91,0.92,0.62,1.06,0.55,0.37,0.7,0.11,0.64,0.68,0.73,0.77,0.63,0.62,0.81,0.63
qse.csv,0.63,0.58,0.69,0.41,0.56,0.98,0.4,0.03,0.45,0.61,0.6,0.63,0.64,0.65,0.56,0.63,0.81,0.53
sandiaportals.csv,0.96,0.76,0.47,0.54,0.42,1.21,0.66,0.73,0.66,0.73,0.62,0.36,0.58,0.53,0.9,0.02,0.54,0.89
sauerbraten.csv,0.05,0.7,0.67,0.51,0.64,1.17,0.51,0.73,0.53,0.46,0.62,0.7,0.7,0.8,0.59,0.61,0.93,0.47
turbotrader-bos.csv,0.68,0.91,0.76,0.43,0.7,1.04,0.63,0.48,0.03,0.7,0.86,0.68,0.81,0.74,0.67,0.66,0.72,0.29
xapian.csv,0.72,0.72,0.73,0.46,0.79,0.72,0.65,0.45,0.47,0.72,0.52,0.66,0.01,0.54,0.6,0.74,0.6,0.58
