,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.74,0.39,0.45,0.75,0.7,0.57,0.84,0.8,0.7,0.72,0.64,0.38,0.42,0.47,0.54,0.43,0.34,0.8
brlcad.csv,0.18,0.74,0.27,0.67,0.25,0.84,0.53,0.29,0.34,0.47,0.42,0.47,0.58,0.65,0.65,0.53,0.35,0.4
genoviz.csv,0.33,0.04,0.0,0.42,0.1,0.01,0.11,0.14,0.3,0.31,0.13,0.09,0.08,0.05,0.15,0.02,0.14,1.0
gnupdate.csv,0.87,0.55,0.09,0.75,0.85,0.22,0.68,0.57,0.52,0.36,0.24,0.27,0.27,0.32,0.5,0.36,0.25,0.8
google-gears.csv,0.82,0.89,0.73,0.92,0.85,0.65,0.74,0.86,0.73,0.61,0.78,0.88,0.88,0.99,0.92,0.7,0.53,0.8
konversation.csv,0.21,0.18,0.36,0.92,0.45,0.43,0.16,0.46,0.34,0.42,0.31,0.35,0.23,0.37,0.31,0.34,0.46,0.4
linux-ntfs.csv,0.56,0.32,0.18,0.5,0.5,0.48,0.42,0.37,0.58,0.5,0.71,0.3,0.58,0.39,1.0,0.45,0.33,1.0
linuxsh.csv,0.46,0.32,0.82,0.58,0.25,0.26,0.53,0.34,0.52,0.56,0.29,0.26,0.15,0.25,0.46,0.34,0.13,0.6
modplug.csv,0.9,0.86,0.91,0.75,0.9,0.52,0.79,0.89,0.72,0.67,0.98,0.86,0.65,0.58,0.85,0.77,0.71,0.8
nativeclient.csv,0.85,0.6,0.82,0.92,0.6,0.23,0.89,0.83,0.77,0.78,0.62,0.76,0.73,0.49,0.65,0.55,1.0,0.6
ogre.csv,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.98,0.97,0.96,1.0,0.92,0.99,1.0,1.0,0.99,0.8
openfrag.csv,0.95,0.97,1.0,0.83,0.95,0.45,0.95,0.94,0.84,0.83,0.69,0.92,0.58,0.62,0.73,0.68,0.86,1.0
projecteqemu.csv,0.77,0.22,0.09,0.08,0.4,0.07,0.47,0.69,0.32,0.89,0.36,0.32,0.27,0.26,0.5,0.38,0.19,0.4
qse.csv,0.9,0.57,0.36,0.67,0.45,0.16,0.63,0.97,0.71,0.64,0.44,0.39,0.38,0.37,0.62,0.38,0.22,0.8
sandiaportals.csv,0.97,0.86,0.82,0.83,0.85,0.32,0.95,0.94,0.91,0.97,0.78,0.8,0.65,0.69,0.92,0.98,0.64,1.0
sauerbraten.csv,0.97,0.42,0.45,0.58,0.5,0.1,0.53,0.46,0.5,0.58,0.38,0.38,0.31,0.24,0.65,0.43,0.07,0.8
turbotrader-bos.csv,0.85,0.2,0.27,0.75,0.3,0.7,0.79,0.89,0.97,0.61,0.67,0.35,0.42,0.38,0.58,0.47,0.53,1.0
xapian.csv,0.9,0.72,0.82,0.75,0.95,0.48,0.63,0.86,0.75,0.72,0.69,0.41,1.0,0.59,0.69,0.58,0.42,1.0
