,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.35,0.48,0.58,0.45,0.49,0.49,0.69,0.49,0.41,0.43,0.42,0.55,0.53,0.51,0.39,0.5,0.57,0.35
brlcad.csv,0.88,0.87,0.89,0.68,0.69,0.49,0.6,0.79,0.81,0.6,0.69,0.62,0.61,0.58,0.47,0.6,0.79,0.73
genoviz.csv,0.67,0.99,0.5,0.88,0.75,0.8,0.67,0.8,0.98,0.79,0.86,0.89,0.5,0.83,0.75,0.0,0.96,0.8
gnupdate.csv,0.37,0.66,0.91,0.5,0.94,0.81,0.65,0.57,0.54,0.62,0.83,0.68,0.77,0.77,0.5,0.68,0.91,0.61
google-gears.csv,0.36,0.42,0.43,0.45,0.51,0.43,0.44,0.41,0.38,0.35,0.34,0.47,0.39,0.49,0.38,0.4,0.66,0.36
konversation.csv,0.93,1.0,0.96,0.91,0.97,0.88,0.94,0.77,0.96,0.7,0.95,0.87,0.96,0.91,0.88,0.87,0.9,0.88
linux-ntfs.csv,0.46,0.52,0.77,0.79,0.68,0.59,0.72,0.76,0.56,0.55,0.5,0.7,0.62,0.64,0.54,0.63,0.69,0.36
linuxsh.csv,0.62,0.99,0.89,0.8,0.92,0.75,0.71,0.68,0.78,0.56,0.74,0.63,0.94,0.75,0.45,0.72,0.96,0.71
modplug.csv,0.33,0.46,0.46,0.44,0.47,0.54,0.46,0.4,0.4,0.42,0.43,0.48,0.45,0.53,0.41,0.43,0.51,0.33
nativeclient.csv,0.33,0.44,0.52,0.47,0.61,0.72,0.49,0.45,0.41,0.36,0.42,0.45,0.56,0.46,0.32,0.43,0.56,0.38
ogre.csv,0.33,0.45,0.44,0.43,0.46,0.43,0.4,0.43,0.42,0.4,0.39,0.43,0.4,0.46,0.41,0.39,0.5,0.33
openfrag.csv,0.32,0.44,0.41,0.47,0.46,0.61,0.41,0.43,0.39,0.4,0.45,0.52,0.41,0.47,0.33,0.39,0.51,0.32
projecteqemu.csv,0.37,0.78,0.75,0.86,0.76,0.94,0.69,0.52,0.84,0.62,0.55,0.79,0.9,0.76,0.46,0.65,0.94,0.82
qse.csv,0.34,0.53,0.78,0.57,0.8,0.89,0.65,0.5,0.47,0.49,0.55,0.69,0.74,0.63,0.5,0.67,0.92,0.35
sandiaportals.csv,0.33,0.44,0.55,0.45,0.57,0.62,0.42,0.4,0.42,0.41,0.39,0.48,0.43,0.47,0.4,0.42,0.53,0.31
sauerbraten.csv,0.38,0.57,0.58,0.68,0.59,0.96,0.68,0.62,0.58,0.53,0.52,0.88,0.93,0.78,0.39,0.48,0.92,0.43
turbotrader-bos.csv,0.35,0.69,0.94,0.61,0.9,0.56,0.55,0.57,0.6,0.48,0.52,0.73,0.56,0.77,0.57,0.66,0.7,0.61
xapian.csv,0.38,0.47,0.48,0.5,0.51,0.53,0.53,0.52,0.42,0.41,0.46,0.65,0.81,0.54,0.42,0.48,0.66,0.39
