,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.72,0.43,0.48,0.75,0.69,0.0,0.87,0.81,0.68,0.64,0.68,0.42,0.46,0.51,0.56,0.47,0.39,0.67
brlcad.csv,0.21,0.78,0.31,0.61,0.28,0.74,0.49,0.32,0.37,0.46,0.4,0.44,0.53,0.47,0.63,0.41,0.36,0.44
genoviz.csv,0.38,0.05,0.0,0.47,0.12,0.01,0.13,0.17,0.35,0.36,0.16,0.11,0.1,0.06,0.18,0.02,0.17,1.0
gnupdate.csv,0.62,0.56,0.11,0.72,0.88,0.26,0.69,0.61,0.55,0.39,0.28,0.31,0.31,0.37,0.53,0.41,0.29,0.78
google-gears.csv,0.56,0.54,0.56,0.55,0.55,0.0,0.62,0.66,0.69,0.58,0.55,0.45,0.5,0.99,0.49,0.6,0.54,0.7
konversation.csv,0.25,0.21,0.39,0.93,0.48,0.44,0.19,0.45,0.38,0.42,0.35,0.39,0.27,0.41,0.35,0.38,0.48,0.45
linux-ntfs.csv,0.59,0.36,0.21,0.53,0.54,0.0,0.45,0.42,0.61,0.51,0.67,0.33,0.58,0.43,1.0,0.48,0.37,0.83
linuxsh.csv,0.51,0.37,0.85,0.62,0.29,0.31,0.57,0.38,0.56,0.59,0.33,0.3,0.18,0.29,0.49,0.39,0.16,0.63
modplug.csv,0.3,0.52,0.37,0.52,0.74,0.0,0.62,0.7,0.67,0.65,0.98,0.59,0.64,0.54,0.47,0.72,0.65,0.5
nativeclient.csv,0.73,0.57,0.68,0.78,0.61,0.23,0.77,0.71,0.67,0.66,0.65,0.6,0.73,0.52,0.51,0.57,1.0,0.46
ogre.csv,0.17,0.0,0.0,0.09,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.05,0.09
openfrag.csv,0.5,0.3,0.59,0.72,0.09,0.0,0.72,0.49,0.7,0.73,0.51,0.93,0.53,0.59,0.49,0.65,0.53,0.56
projecteqemu.csv,0.71,0.26,0.11,0.1,0.45,0.08,0.52,0.71,0.37,0.91,0.41,0.37,0.32,0.3,0.52,0.43,0.23,0.44
qse.csv,0.71,0.58,0.4,0.69,0.5,0.19,0.66,0.98,0.7,0.61,0.48,0.44,0.43,0.42,0.61,0.43,0.26,0.72
sandiaportals.csv,0.17,0.58,0.75,0.73,0.78,0.0,0.71,0.64,0.69,0.64,0.67,0.78,0.62,0.66,0.35,0.98,0.63,0.38
sauerbraten.csv,0.97,0.45,0.48,0.6,0.52,0.11,0.57,0.47,0.54,0.61,0.43,0.42,0.36,0.28,0.62,0.47,0.09,0.74
turbotrader-bos.csv,0.65,0.23,0.31,0.73,0.35,0.0,0.67,0.78,0.98,0.56,0.47,0.39,0.42,0.41,0.56,0.49,0.51,0.92
xapian.csv,0.63,0.59,0.6,0.72,0.56,0.48,0.59,0.78,0.71,0.58,0.66,0.45,1.0,0.6,0.63,0.53,0.47,0.78
