,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.67,0.38,0.92,0.94,0.8,0.53,0.53,0.0,0.5,0.9,0.8,0.99,0.5,0.92,0.53,0.75,0.9,0.9
arsenal-1.csv,0.42,0.94,0.67,0.43,0.57,0.5,0.65,0.56,0.43,0.88,0.45,0.51,0.74,0.6,0.59,0.56,0.46,0.43
atomsite.csv,0.3,0.5,0.43,0.48,0.62,0.35,0.62,0.5,0.32,0.3,0.58,0.51,0.86,0.49,0.35,0.7,0.49,0.94
barracudamvc.csv,0.35,0.39,0.38,0.38,0.54,0.37,0.43,0.36,0.4,0.39,0.43,0.43,0.54,0.43,0.39,0.33,0.52,0.28
emisview.csv,0.86,0.0,0.88,0.93,0.76,0.67,0.75,0.0,0.86,0.65,0.86,0.85,0.5,0.89,0.67,0.86,0.89,0.86
findbugs.csv,0.78,0.5,0.93,0.79,0.72,0.81,0.9,0.45,0.7,0.93,0.68,0.78,0.92,0.63,0.75,0.64,0.9,0.76
jitterbit.csv,0.48,0.49,0.9,0.59,0.58,0.69,0.94,0.67,0.56,0.55,0.83,0.74,0.74,0.8,0.65,0.65,0.93,0.94
lite.csv,0.42,0.0,0.93,0.73,0.78,0.67,0.89,0.64,0.89,0.88,0.8,0.97,0.75,0.76,0.67,0.88,0.92,0.86
megasquirtavr.csv,0.33,0.39,0.3,0.31,0.8,0.26,0.4,0.38,0.31,0.3,0.39,0.37,0.5,0.32,0.37,0.32,0.42,0.28
ontopia.csv,0.36,0.61,0.39,0.42,0.67,0.29,0.42,0.44,0.33,0.58,0.46,0.58,0.66,0.37,0.69,0.34,0.72,0.29
openintents.csv,0.62,0.57,0.68,0.73,0.71,0.55,0.63,0.36,0.4,0.35,0.8,0.99,0.72,0.53,0.5,0.62,0.73,0.47
rectracker.csv,0.42,0.39,0.41,0.37,0.58,0.33,0.4,0.38,0.38,0.47,0.49,0.55,0.74,0.41,0.46,0.45,0.58,0.4
stajistics.csv,0.55,0.38,0.94,0.66,0.94,0.48,0.5,0.56,0.4,0.46,0.75,0.75,0.53,0.55,0.41,0.63,0.64,0.94
trackit.csv,0.52,0.74,0.54,0.43,0.86,0.41,0.52,0.49,0.43,0.5,0.52,0.57,0.9,0.62,0.42,0.51,0.6,0.88
wxlua.csv,0.35,0.42,0.31,0.33,0.53,0.27,0.4,0.35,0.33,0.32,0.4,0.39,0.52,0.33,0.38,0.33,0.45,0.29
x4x.csv,0.4,0.41,0.33,0.33,0.92,0.33,0.44,0.36,0.3,0.3,0.46,0.42,0.72,0.34,0.37,0.34,0.48,0.29
xharbour.csv,0.35,0.38,0.35,0.33,0.55,0.3,0.55,0.36,0.38,0.43,0.45,0.43,0.65,0.36,0.37,0.37,0.49,0.28
