,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.37,0.58,0.38,0.23,0.32,0.45,0.41,0.0,0.95,0.42,0.17,0.42,0.32,0.22,0.53,0.12,0.15,0.0
arsenal-1.csv,0.62,0.32,0.35,0.61,0.31,0.43,0.38,1.0,0.56,0.46,0.59,0.45,0.55,0.5,0.33,0.3,0.46,0.0
atomsite.csv,0.76,0.04,0.67,0.61,0.38,0.57,0.98,0.6,0.68,0.5,0.43,0.47,0.13,0.61,0.41,0.33,0.46,0.12
barracudamvc.csv,0.84,0.9,0.67,1.0,0.36,0.56,0.51,0.64,0.49,0.41,0.75,0.35,0.54,0.73,0.45,0.54,0.42,0.02
emisview.csv,0.16,0.0,0.16,0.18,0.18,0.08,0.15,0.0,0.21,1.0,0.12,0.5,0.02,0.16,0.37,0.14,0.21,0.0
findbugs.csv,0.47,0.57,0.34,0.4,0.28,0.46,0.19,0.57,0.43,0.32,0.69,0.43,0.22,0.6,0.29,1.0,0.23,0.0
jitterbit.csv,0.51,0.73,0.3,0.56,0.27,0.41,0.26,0.36,0.55,0.44,0.21,0.98,0.61,0.1,0.4,0.38,0.31,0.11
lite.csv,0.49,0.02,0.37,0.32,0.3,0.53,0.13,0.26,0.39,0.06,0.31,0.19,0.07,0.3,1.0,0.28,0.38,0.0
megasquirtavr.csv,0.85,0.9,0.81,0.89,1.0,0.57,0.49,0.65,0.56,0.46,0.78,0.44,0.96,0.9,0.45,0.56,0.49,0.02
ontopia.csv,0.86,0.54,0.64,0.75,0.17,0.59,0.44,0.56,0.55,0.26,0.7,0.21,0.62,1.0,0.19,0.49,0.26,0.02
openintents.csv,0.61,0.56,0.44,0.41,0.23,0.98,0.31,0.64,0.55,0.42,0.49,0.34,0.76,0.55,0.53,0.35,0.26,0.0
rectracker.csv,0.78,0.82,1.0,0.78,0.33,0.55,0.48,0.62,0.58,0.47,0.71,0.45,0.51,0.73,0.48,0.59,0.51,0.03
stajistics.csv,0.52,0.68,0.33,0.44,0.16,0.57,0.37,0.47,0.58,0.52,0.26,0.27,0.93,0.53,0.43,0.4,0.97,0.0
trackit.csv,0.54,0.4,0.55,0.73,0.3,0.5,0.33,0.55,0.49,0.47,0.99,0.31,0.46,0.58,0.5,0.44,0.44,0.08
wxlua.csv,0.87,0.84,0.79,0.9,0.36,0.59,0.51,0.58,0.59,0.49,0.8,0.4,1.0,0.91,0.41,0.53,0.46,0.02
x4x.csv,1.0,0.81,0.79,0.83,0.37,0.55,0.45,0.6,0.64,0.45,0.64,0.29,0.58,0.85,0.43,0.55,0.48,0.02
xharbour.csv,0.84,0.99,0.81,0.9,0.37,0.55,0.42,0.64,0.58,0.42,0.72,0.44,0.63,0.84,0.42,0.6,0.43,0.02
