,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.78,0.6,0.77,0.88,0.8,0.66,0.67,1.0,0.09,0.7,0.9,0.71,0.82,0.89,0.5,0.93,0.91,1.0
arsenal-1.csv,0.65,0.81,0.84,0.79,0.95,0.71,0.69,0.0,0.67,0.62,0.67,0.6,0.95,0.81,0.72,0.85,0.63,1.12
atomsite.csv,0.65,0.98,0.5,0.72,0.58,0.66,0.05,0.52,0.56,0.71,0.73,0.54,0.94,0.61,0.78,0.76,0.57,0.15
barracudamvc.csv,0.92,1.0,0.69,0.01,0.97,0.69,0.87,0.72,0.77,0.81,0.92,0.92,0.72,0.86,0.88,0.87,0.91,1.0
emisview.csv,0.94,1.0,0.92,0.91,0.85,0.96,0.91,1.0,0.87,0.0,0.94,0.59,1.0,0.92,0.69,0.93,0.87,1.0
findbugs.csv,0.75,0.62,0.79,0.79,0.79,0.64,0.88,0.87,0.69,0.76,0.55,0.58,0.88,0.62,0.76,0.0,0.86,1.04
jitterbit.csv,0.75,0.5,0.82,0.68,0.99,0.7,0.82,0.77,0.56,0.6,0.88,0.04,0.92,0.95,0.62,0.72,0.78,0.17
lite.csv,0.72,0.99,0.77,0.84,0.69,0.59,0.92,0.84,0.73,0.97,0.81,0.88,0.97,0.84,0.0,0.82,0.74,1.0
megasquirtavr.csv,1.0,1.0,1.0,1.0,0.0,0.97,1.0,0.94,0.94,1.0,1.0,0.92,1.0,1.0,0.9,0.98,0.9,1.0
ontopia.csv,0.6,0.64,0.95,0.65,0.9,0.91,0.79,0.9,0.83,0.83,0.78,0.9,0.65,0.0,0.86,0.89,0.81,0.96
openintents.csv,0.62,0.67,0.72,0.77,0.88,0.04,0.8,0.67,0.78,0.88,0.67,0.73,0.82,0.91,0.48,0.76,0.9,1.15
rectracker.csv,0.64,0.4,0.0,0.8,0.87,0.72,0.78,0.91,0.68,0.56,0.77,0.59,0.75,0.92,0.6,0.6,0.63,0.59
stajistics.csv,0.7,0.53,0.8,0.83,0.87,0.53,0.79,0.66,0.58,0.57,0.86,0.78,0.88,0.68,0.59,0.7,0.07,1.01
trackit.csv,0.68,0.77,0.67,0.66,0.8,0.65,0.75,0.69,0.63,0.56,0.04,0.76,0.74,0.63,0.55,0.68,0.61,0.22
wxlua.csv,0.92,1.01,0.96,1.0,0.86,0.97,0.93,0.84,0.97,0.78,0.91,0.96,0.0,0.93,0.95,0.98,0.99,0.93
x4x.csv,0.0,0.96,0.89,0.96,0.7,0.79,0.73,0.94,0.74,0.93,0.84,0.98,0.69,0.87,0.74,0.91,0.68,0.94
xharbour.csv,1.0,0.05,0.68,1.0,0.78,0.79,0.72,1.0,0.73,0.69,0.92,0.82,0.72,0.94,0.9,0.78,0.89,0.99
