,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.83,0.92,1.0,0.82,0.8,0.53,0.47,0.0,1.0,0.7,0.8,0.71,0.94,0.77,0.53,0.5,0.3,0.0
arsenal-1.csv,0.81,0.94,0.58,0.81,0.19,0.42,0.4,1.0,0.46,0.56,0.67,0.34,0.86,0.8,0.26,0.28,0.35,0.0
atomsite.csv,0.81,1.0,0.84,0.84,0.31,0.46,1.0,0.62,0.54,0.35,0.68,0.37,0.86,0.9,0.28,0.4,0.41,0.06
barracudamvc.csv,0.78,0.82,0.69,1.0,0.22,0.45,0.34,0.51,0.4,0.29,0.64,0.24,0.92,0.82,0.29,0.39,0.28,0.01
emisview.csv,0.57,0.0,0.62,0.79,0.16,0.33,0.5,0.0,0.43,1.0,0.43,0.63,0.5,0.78,0.42,0.21,0.44,0.0
findbugs.csv,0.78,0.9,0.86,0.82,0.19,0.56,0.3,0.45,0.45,0.4,0.73,0.38,0.92,0.89,0.25,1.0,0.21,0.0
jitterbit.csv,0.76,0.9,1.0,0.86,0.17,0.5,0.29,0.44,0.52,0.39,0.83,1.0,0.87,0.8,0.35,0.45,0.47,0.06
lite.csv,0.79,1.0,0.93,0.81,0.22,0.67,0.22,0.45,0.67,0.12,0.8,0.53,0.75,0.82,1.0,0.62,0.67,0.0
megasquirtavr.csv,0.77,0.82,0.67,0.83,1.0,0.41,0.32,0.48,0.41,0.3,0.64,0.29,0.92,0.84,0.29,0.39,0.33,0.01
ontopia.csv,0.84,0.92,0.61,0.86,0.67,0.42,0.32,0.44,0.42,0.23,0.65,0.16,0.93,1.0,0.19,0.36,0.25,0.01
openintents.csv,0.83,0.86,0.77,0.85,0.15,1.0,0.27,0.52,0.42,0.29,0.75,0.39,0.91,0.77,0.4,0.38,0.2,0.0
rectracker.csv,0.82,0.92,1.0,0.84,0.21,0.44,0.34,0.47,0.46,0.41,0.65,0.34,0.91,0.81,0.34,0.47,0.37,0.02
stajistics.csv,0.8,0.9,0.75,0.78,0.17,0.57,0.29,0.62,0.5,0.39,0.58,0.26,0.92,0.88,0.33,0.41,1.0,0.0
trackit.csv,0.81,0.85,0.71,0.86,0.57,0.45,0.33,0.49,0.48,0.41,0.98,0.24,0.93,0.89,0.36,0.4,0.36,0.04
wxlua.csv,0.79,0.8,0.68,0.84,0.22,0.42,0.34,0.46,0.42,0.34,0.66,0.26,1.0,0.85,0.26,0.37,0.3,0.01
x4x.csv,1.0,0.8,0.68,0.82,0.5,0.42,0.33,0.45,0.48,0.3,0.61,0.2,0.92,0.84,0.29,0.39,0.35,0.01
xharbour.csv,0.76,0.99,0.74,0.84,0.23,0.42,0.32,0.47,0.45,0.32,0.62,0.3,0.91,0.83,0.27,0.44,0.29,0.01
