,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.77,0.77,0.17,0.36,0.27,0.9,0.63,0.74,0.85,0.36,0.16,0.34,0.86,0.71,0.63
fluidium.csv,0.08,0.01,0.0,0.27,0.0,0.05,0.0,0.04,0.0,0.0,0.0,0.0,0.07,0.71,0.02
guineu.csv,0.62,0.8,0.95,0.91,0.59,0.95,0.51,0.78,0.62,0.55,0.84,0.87,0.61,1.0,0.56
inkscape.csv,0.58,0.74,1.0,1.0,0.23,0.15,0.77,0.61,0.92,0.73,0.15,1.0,0.84,1.0,0.97
mpqc.csv,0.23,0.08,0.0,0.0,0.18,0.65,0.19,0.35,0.15,0.3,0.42,0.32,0.14,0.52,0.12
nsis.csv,0.69,0.63,0.64,0.27,0.5,0.75,0.79,0.39,0.69,0.68,0.67,0.79,0.75,0.24,0.76
octave.csv,0.73,0.57,0.29,0.36,0.55,0.3,0.44,0.61,0.38,0.55,0.24,0.5,0.41,0.52,0.49
owfs.csv,0.85,0.96,0.29,0.36,0.59,0.5,0.53,0.57,0.62,0.73,0.65,0.89,0.7,0.62,0.8
owlib.csv,0.85,0.7,0.55,0.73,0.68,0.35,0.6,0.7,0.62,0.55,0.41,0.47,0.75,0.52,0.61
pamguard.csv,0.69,0.43,0.5,0.64,0.68,0.45,0.67,0.65,0.69,0.38,0.29,0.32,0.93,0.0,0.63
prelude.csv,0.96,0.98,0.79,0.91,0.95,0.75,1.0,0.91,0.92,0.96,0.63,0.74,0.95,0.71,0.95
robocode.csv,0.88,0.63,0.02,0.55,0.68,0.6,0.84,0.74,0.85,0.62,0.38,0.39,0.82,0.62,0.53
uwom-server.csv,0.23,0.31,0.0,0.0,0.59,0.45,0.51,0.39,0.62,0.68,0.4,0.58,0.16,0.52,0.27
zengine.csv,1.0,0.96,0.76,0.82,0.95,0.85,0.93,1.0,0.92,0.88,0.99,0.84,1.0,0.48,0.97
zildo.csv,0.69,0.83,0.6,0.73,0.45,0.3,0.56,0.35,0.62,0.41,0.22,0.55,0.68,0.29,0.69
