,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.5,0.34,0.71,0.0,0.0,0.04,0.1,0.15,0.0
avisynth2.csv,0.0,0.3,0.0,0.0,0.99,0.05,0.04,0.0,0.0
les-indemodables.csv,0.75,0.54,0.58,0.5,0.77,0.44,0.71,0.48,0.63
lportal.csv,0.0,0.24,0.02,0.61,0.0,0.74,0.56,0.0,0.55
mbse.csv,0.47,0.16,0.43,0.69,0.0,0.35,0.31,0.36,0.4
mplayer-ce.csv,0.74,0.48,0.69,0.32,0.76,0.34,0.66,0.21,0.58
simplewebservices.csv,0.66,0.64,0.57,0.09,0.45,0.73,0.13,0.65,0.21
vapor.csv,0.59,0.13,0.0,0.4,0.53,0.0,0.57,0.46,0.0
zscreen.csv,0.68,0.72,0.0,0.0,0.21,0.13,0.72,0.05,0.05
