,id,expected,max_bell,avge,median,bellwether,size
56,2,0,1,1.0,0.51,mclient-mume.csv,2
51,3,1,3,1.33,0.635,open-media-library.csv,6
49,4,3,2,1.44,0.555,mobicents.csv,16
57,5,1,3,1.2,0.67,springside.csv,5
24,6,3,7,3.05,0.625,twostep.csv,20
19,7,2,7,2.46,0.67,ngl.csv,13
28,8,2,3,1.91,0.56,jsidplay2.csv,11
17,9,1,2,0.67,0.61,jgnash.csv,6
18,11,0,1,1.0,0.84,atunes.csv,1
52,12,0,1,1.0,0.635,gpsmid.csv,2
58,14,0,1,1.0,0.65,amanda.csv,3
50,15,3,8,2.68,0.62,cascading.csv,20
21,16,2,3,1.46,0.58,pgui.csv,13
26,17,1,4,1.25,0.65,psycle.csv,8
15,18,3,6,3.12,0.61,vars-redux.csv,16
27,19,0,2,1.0,0.66,lmms.csv,3
14,20,2,6,2.8,0.6799999999999999,fritzing.csv,10
29,21,1,2,1.2,0.585,voms.csv,6
59,22,2,2,1.67,0.5700000000000001,acegisecurity.csv,12
16,27,1,5,2.0,0.66,galaxium.csv,9
25,28,2,3,1.25,0.545,boost-sandbox.csv,12
20,29,2,3,1.69,0.56,projectfactory.csv,13
39,30,3,9,3.17,0.64,google-caja.csv,18
34,31,1,2,0.8,0.64,botsnscouts.csv,5
13,33,2,5,2.0,0.63,heekscad.csv,12
12,34,2,3,1.1,0.565,mob-sen-plat.csv,10
5,35,1,3,1.5,0.7050000000000001,jajuk.csv,4
33,36,3,7,3.0,0.625,go.csv,16
40,37,3,11,6.0,0.675,maya-work-in-progress.csv,20
32,38,2,4,2.7,0.65,libtorrent.csv,10
41,39,3,3,2.0,0.585,robocode.csv,16
54,40,1,4,1.57,0.665,apolloplayer.csv,8
47,41,2,5,2.3,0.655,lphant.csv,10
22,42,1,2,1.2,0.65,olsrd.csv,5
31,43,3,6,3.0,0.59,truevision.csv,19
30,44,3,7,2.95,0.645,reactos-mirror.csv,20
23,45,1,1,1.0,0.5349999999999999,webdriver.csv,6
46,46,1,2,1.2,0.59,selenium.csv,5
55,47,2,2,1.6,0.55,qtractor.csv,10
48,48,2,5,2.5,0.635,openmalaria.csv,12
53,49,3,8,3.83,0.64,bibletime.csv,18
8,51,1,1,1.56,0.58,openwbem.csv,10
42,52,3,4,2.25,0.57,jaolt.csv,17
38,53,0,1,1.0,0.57,pdfedit.csv,3
37,54,3,7,2.42,0.6,wgs-assembler.csv,20
43,55,1,1,1.11,0.57,oscarmcmaster.csv,9
7,56,3,7,3.35,0.65,frogatto.csv,17
4,57,2,1,1.46,0.545,lockss.csv,14
9,58,0,1,1.0,0.615,papertoolkit.csv,2
1,59,1,2,1.0,0.6599999999999999,n2cms.csv,4
11,60,2,3,1.75,0.61,nuttx.csv,12
0,61,1,2,1.0,0.58,lazarus-ccr.csv,5
36,62,1,1,1.11,0.55,irplus.csv,9
44,63,0,1,1.0,0.585,freewrl.csv,2
45,64,0,1,1.0,0.74,jrdf.csv,1
35,65,2,4,2.0,0.61,unicase.csv,11
2,66,3,5,2.0,0.56,red5.csv,16
10,67,2,3,1.93,0.61,tzod.csv,15
3,68,3,5,2.19,0.595,xharbour.csv,16
6,69,1,2,1.29,0.59,rebecca-aiml.csv,7
