,id,expected,max_bell,avge,median,bellwether,size
56,2,1,2,1.5,0.6,mclient-mume.csv,2
51,3,4,5,2.33,0.965,jam-daq.csv,6
49,4,10,14,6.56,0.95,sidekar.csv,16
57,5,3,4,2.8,0.6,calcubetimer.csv,5
24,6,12,20,9.0,1.0,servicestack.csv,20
19,7,8,13,6.92,0.66,jbpm.csv,13
28,8,7,11,6.09,0.83,jchassis.csv,11
17,9,4,4,2.5,0.675,mp-rechnungs-und-kundenverwaltung.csv,6
18,11,1,1,1.0,0.25,atunes.csv,1
52,12,1,1,1.0,0.46,emftriple.csv,2
58,14,2,3,1.67,0.55,empyrean.csv,3
50,15,12,13,6.16,0.995,jgameai.csv,20
21,16,8,12,6.31,0.94,etherboot.csv,13
26,17,5,8,4.0,1.0,wxjs.csv,8
15,18,10,9,4.81,0.945,openxava.csv,16
27,19,2,1,0.67,0.74,qpe.csv,3
14,20,6,10,5.2,0.585,massiv.csv,10
29,21,3,6,4.4,0.8400000000000001,fm-classic.csv,6
59,22,7,11,5.0,0.955,wow-qrsk.csv,12
16,27,6,6,5.33,0.63,bzbyte.csv,9
25,28,7,12,6.42,0.88,mecat.csv,12
20,29,8,10,6.31,0.92,x-ray-mule.csv,13
39,30,11,18,7.83,0.885,fido.csv,18
34,31,3,5,1.2,0.93,mediaportal.csv,5
13,33,7,9,6.83,0.735,levent.csv,12
12,34,6,10,4.6,0.7050000000000001,m-a-d-n-e-s-s.csv,10
5,35,2,4,1.75,0.56,vapor.csv,4
33,36,10,14,5.75,0.805,qtwin.csv,16
40,37,12,20,10.55,0.755,reaper-ecad.csv,20
32,38,6,8,4.4,0.65,sepgsql.csv,10
41,39,10,15,5.62,0.97,fluidium.csv,16
54,40,4,6,5.14,0.45,k3d.csv,8
47,41,6,10,4.9,1.0,xined.csv,10
22,42,3,4,2.4,0.65,badtrinitycore.csv,5
31,43,12,15,8.21,1.0,brlcad.csv,19
30,44,12,18,9.3,0.835,kftpgrabber.csv,20
23,45,4,5,3.33,0.77,kmess.csv,6
46,46,3,5,2.6,0.92,tolven.csv,5
55,47,6,10,5.2,0.81,jstock.csv,10
48,48,7,12,5.42,0.98,nosleepsoftware.csv,12
53,49,11,16,7.78,0.97,omseek.csv,18
8,51,6,10,3.33,0.935,mvdsv.csv,10
42,52,10,12,5.75,0.96,chipster.csv,17
38,53,2,2,1.33,0.84,graphmak.csv,3
37,54,12,20,8.63,1.0,emulemorph.csv,20
43,55,6,8,4.22,0.69,jicarilla.csv,9
7,56,11,14,7.0,0.95,vrjuggler.csv,17
4,57,8,10,4.69,0.995,opennms.csv,14
9,58,1,2,1.0,0.635,papertoolkit.csv,2
1,59,2,4,2.25,0.505,nassp.csv,4
11,60,7,9,4.75,0.805,uclmda.csv,12
0,61,3,4,2.2,0.72,migen.csv,5
36,62,6,8,4.22,0.93,arsenal-1.csv,9
44,63,1,1,0.5,0.62,silvertree.csv,2
45,64,1,1,1.0,0.2,jrdf.csv,1
35,65,7,6,4.0,0.99,rodin-b-sharp.csv,11
2,66,10,16,6.94,0.995,tcvp.csv,16
10,67,9,13,7.64,0.83,pfaedit.csv,15
3,68,10,11,4.81,0.885,bionote.csv,16
6,69,4,7,3.86,0.94,moving-pictures.csv,7
