,id,max_bell,avge,median,bellwether
0,1,4,2.12,0.665,jgnash.csv
1,10,1,1.0,0.635,gpsmid.csv
2,13,3,1.78,0.64,psycle.csv
3,26,3,1.6,0.66,botsnscouts.csv
4,32,10,7.0,0.68,lphant.csv
5,50,4,1.74,0.6,rebecca-aiml.csv
