,id,max_bell,avge,median,bellwether
0,1,5,3.75,0.6950000000000001,logicmail.csv
1,10,1,0.5,0.455,gpsmid.csv
2,13,4,1.67,0.63,enlightenment.csv
3,26,3,2.2,0.69,thout.csv
4,32,9,6.71,0.68,sumatrapdf.csv
5,50,11,7.63,0.68,abbot.csv
