,id,max_bell,avge,median,bellwether
0,1,5,2.38,0.69,piccolo2d.csv
1,10,1,1.0,0.49,atunes.csv
2,13,1,0.89,0.53,voms.csv
3,26,1,1.4,0.53,retromenu.csv
4,32,4,3.0,0.5,etics.csv
5,50,7,1.95,0.5,gtad.csv
