,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.58,0.35,0.63,0.89,0.67,0.85,0.75,0.68,0.92,0.42,1.0,0.69,0.84,0.51
carabiner.csv,0.64,0.84,0.83,0.62,0.8,0.45,1.0,0.97,1.0,0.98,0.67,0.63,0.93,0.88
elvishrayrenderer.csv,0.91,0.55,0.95,0.61,0.48,0.74,1.0,0.68,0.65,0.96,0.71,0.91,0.36,0.63
fleet-simulator.csv,0.98,0.69,0.97,0.76,0.95,0.77,1.0,0.76,0.04,1.0,0.76,0.94,0.68,0.56
gmerlin.csv,1.0,0.68,0.9,0.89,0.82,1.0,0.64,0.47,0.88,0.54,0.99,0.65,0.84,0.91
gnome-jabber.csv,0.79,0.74,0.94,0.86,0.87,0.8,0.45,0.88,0.79,0.86,0.97,0.8,0.69,0.73
ipfilter.csv,0.65,0.95,0.69,0.9,0.77,1.0,1.0,0.78,0.81,0.11,1.0,0.74,0.94,0.81
irplus.csv,0.52,0.57,0.53,0.54,0.6,0.69,0.76,0.61,0.69,0.56,0.71,0.63,0.74,0.46
mevenide.csv,0.91,1.0,0.9,0.96,0.79,0.82,0.95,0.84,0.94,0.72,0.29,0.75,0.66,1.0
moving-pictures.csv,0.79,0.62,0.48,0.63,0.97,0.83,0.72,0.78,1.15,0.56,0.74,0.65,0.73,0.31
opensim4opencog.csv,0.54,0.5,0.66,0.6,0.68,0.89,0.73,0.76,0.73,0.74,0.97,0.66,0.78,0.57
rockbox.csv,0.8,0.67,0.67,0.68,0.86,0.76,0.72,0.74,0.48,0.62,0.59,0.75,0.66,0.31
ta3d.csv,0.96,1.0,1.0,0.78,0.75,0.91,0.96,1.0,1.03,0.78,0.63,0.56,1.0,1.0
xcmetadataservicestoolkit.csv,0.58,0.92,0.74,0.67,0.33,0.71,1.0,0.75,0.43,0.35,0.84,1.0,0.58,1.0
