,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.22,0.08,0.0,0.22,0.01,0.09,0.21,0.55,0.83,0.33,0.14,0.97,0.34,0.27,0.5,0.38,0.36,0.12,0.5
all-plasm.csv,0.45,0.06,0.19,0.02,0.0,0.09,0.4,0.64,0.33,0.67,1.0,0.08,0.55,0.2,0.37,0.31,0.33,0.04,0.08
awemud.csv,0.99,0.63,0.31,0.24,0.55,0.42,0.65,0.36,1.0,0.67,0.48,0.63,0.53,0.63,0.5,0.46,0.33,0.47,0.62
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91,1.0,1.0,0.95,1.0,1.0,0.95,1.0,1.0,0.99,1.0,1.0
bullet.csv,0.71,0.92,0.75,0.18,0.93,1.0,0.77,0.55,0.83,0.83,0.76,0.65,0.83,0.76,0.8,0.38,0.67,0.9,0.79
dvd-create.csv,0.76,0.81,0.81,0.71,1.0,0.72,0.9,0.64,0.5,1.0,0.81,0.38,0.64,0.63,0.7,0.65,0.4,0.73,0.79
gbif-indexingtoolkit.csv,0.18,0.72,0.38,0.8,0.82,0.18,0.08,0.82,0.17,0.33,0.24,0.56,0.19,0.1,0.3,0.23,0.13,0.71,0.0
go.csv,0.63,0.97,0.44,0.38,0.61,0.64,0.9,0.45,0.83,0.5,0.62,0.75,0.74,0.51,0.53,0.85,0.48,0.69,0.92
gss.csv,0.9,0.91,0.88,0.89,0.93,0.85,0.96,0.64,1.0,1.0,0.9,0.99,0.77,0.9,0.93,0.81,0.72,0.98,0.79
jmule.csv,0.47,0.29,0.31,0.04,0.27,0.27,0.67,0.45,0.5,0.0,0.33,0.44,0.53,0.61,0.5,0.65,0.33,0.33,0.96
kwave.csv,0.4,0.78,0.81,0.69,0.76,0.19,0.29,0.36,0.83,0.5,0.14,0.09,0.28,0.34,0.23,0.12,0.18,0.71,0.21
libarchive.csv,0.42,0.47,0.38,0.4,0.42,0.52,0.52,0.45,0.67,0.33,0.67,0.72,0.79,0.68,0.43,0.58,0.34,0.94,0.5
linux-ntfs.csv,0.35,0.32,0.25,0.11,0.3,0.4,0.42,0.36,0.83,0.17,0.38,0.76,0.57,0.39,0.5,1.0,0.16,0.51,0.5
lsb.csv,0.5,0.68,0.5,0.98,0.49,0.49,0.96,0.82,1.0,0.67,0.95,0.79,0.74,0.78,0.7,0.62,0.7,0.57,0.5
mp-rechnungs-und-kundenverwaltung.csv,0.18,0.91,0.25,0.98,0.84,0.13,0.06,0.18,0.5,0.17,0.14,0.58,0.94,0.22,0.43,0.73,0.12,0.88,0.25
qcad2.csv,0.42,0.99,0.44,0.84,1.0,0.49,0.85,0.64,0.33,0.5,0.76,0.76,0.6,0.59,0.43,0.85,0.63,1.0,0.58
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stemkit.csv,0.08,0.01,0.0,0.53,0.01,0.04,0.06,0.27,0.0,1.0,0.05,0.04,0.04,0.02,0.0,0.04,0.0,0.0,0.0
xinity.csv,0.5,0.03,0.06,0.0,0.03,0.33,0.33,0.45,0.67,0.5,0.43,0.14,0.32,0.93,0.23,0.0,0.12,0.12,0.17
