,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.84,0.59,0.4,0.34,0.35
encog-java.csv,0.28,0.06,0.02,0.07,0.11
h2database.csv,0.3,0.26,0.1,0.33,0.04
jaql.csv,0.73,0.51,0.35,0.22,0.26
raven-monitoring.csv,0.37,0.44,0.29,0.27,0.23
