,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.91,0.62,0.6,0.55,0.74
encog-java.csv,0.68,0.13,0.0,0.28,0.23
h2database.csv,0.61,0.72,0.11,0.69,0.23
jaql.csv,0.95,0.77,0.49,0.64,0.43
raven-monitoring.csv,0.43,0.3,0.6,0.35,0.06
