,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.19,0.31,0.29,0.23,0.18,0.21,0.25,0.27,0.31,0.17,0.57,0.2,0.43,0.21,0.38,0.12,0.34,0.26
cornerstone.csv,0.19,0.11,0.08,0.11,0.09,0.11,0.18,0.13,0.01,0.0,0.26,0.2,0.04,0.21,0.0,0.12,0.23,0.32
emeraldemu.csv,0.57,0.19,0.45,0.68,0.09,0.08,0.15,0.17,0.07,0.15,0.66,0.0,0.07,0.0,0.03,0.0,0.15,0.0
grafx2.csv,0.57,0.39,0.48,0.48,0.18,0.47,0.38,0.35,0.41,0.23,0.57,0.66,0.46,0.18,0.75,0.38,0.48,0.29
jahshakafx.csv,0.25,0.29,0.57,0.35,0.09,0.12,0.18,0.44,0.19,0.13,0.53,0.01,0.15,0.11,0.31,0.12,0.28,0.37
kindb.csv,0.33,0.28,0.46,0.4,0.27,0.21,0.55,0.33,0.42,0.17,0.72,0.01,0.26,0.03,0.09,0.12,0.34,0.0
maya-work-in-progress.csv,0.7,0.5,0.47,0.22,0.73,0.4,0.75,0.62,0.75,0.17,0.89,0.55,0.63,0.32,0.38,0.31,0.66,0.63
netatalk.csv,0.44,0.68,0.59,0.99,0.09,0.37,0.6,0.53,0.56,0.47,0.83,0.3,0.3,0.18,0.38,0.38,0.65,0.29
novembre.csv,0.19,0.35,0.18,0.39,0.0,0.23,0.18,0.47,0.86,0.21,0.4,0.58,0.26,0.26,0.72,0.56,0.25,0.61
ns-3.csv,0.3,0.33,0.36,0.15,0.27,0.43,0.88,0.64,0.7,0.32,0.32,0.95,0.78,0.97,0.91,1.0,0.82,0.84
nullc.csv,0.45,0.83,0.99,0.63,0.0,0.32,0.48,0.4,0.36,0.04,0.57,0.19,0.48,0.26,0.28,0.25,0.65,0.32
open-beos.csv,0.36,0.43,0.3,0.43,0.18,0.28,0.55,0.59,0.26,0.09,0.3,0.95,0.59,0.79,0.31,1.0,0.46,0.87
planeshift.csv,1.0,0.95,0.74,0.92,0.82,0.41,0.62,0.49,0.68,0.43,0.72,0.64,0.3,0.24,0.38,0.44,0.92,0.76
plee-the-bear.csv,0.36,0.22,0.24,0.05,0.55,0.57,0.5,0.74,0.61,0.11,0.74,0.51,0.57,0.58,0.59,0.5,0.44,0.63
reaper-ecad.csv,0.12,0.07,0.08,0.23,0.0,0.01,0.0,0.07,0.01,0.0,0.06,0.01,0.02,0.0,0.0,0.0,0.11,0.0
sbml.csv,0.38,0.41,0.6,0.63,0.09,0.4,0.85,0.79,0.39,0.81,0.45,0.72,0.63,0.45,0.22,0.69,0.39,0.74
unimrcp.csv,0.39,0.44,0.37,0.42,0.09,0.21,0.7,0.29,0.27,0.23,0.87,0.34,0.41,0.08,0.19,0.19,0.56,0.21
unladen-swallow.csv,0.09,0.19,0.18,0.04,0.09,0.13,0.48,0.32,0.24,0.11,0.13,0.34,0.35,0.13,0.12,0.25,0.24,0.37
