,id,count_recall,count_precision,count_pf,cdom_score,bellwether
56,2,1,2,2,1,mclient-mume.csv
53,3,1,2,7,6,jam-daq.csv
51,4,2,6,15,17,mp-rechnungs-und-kundenverwaltung.csv
58,5,1,3,6,5,nunit.csv
25,6,1,10,19,18,forester-atv.csv
20,7,2,3,9,8,jmoney.csv
31,8,1,2,12,12,array4j.csv
28,10,1,1,1,0,atunes.csv
19,11,1,3,4,3,fluent-nhibernate.csv
57,13,1,1,2,2,nutz.csv
59,14,2,8,14,18,bibedt.csv
52,15,2,8,11,13,wxcrp.csv
22,16,1,5,9,8,cortex-vfx.csv
27,17,10,5,11,19,jmule.csv
17,18,1,1,2,2,qpe.csv
29,19,1,4,8,9,amateur-scrolls.csv
16,20,1,2,6,4,foursquared.csv
32,21,2,5,9,8,rsyslog.csv
30,26,1,1,6,6,galaxium.csv
18,27,1,4,11,10,lamp.csv
26,28,2,9,11,13,taverna.csv
21,29,4,10,12,16,itext.csv
37,31,1,4,11,10,igarden.csv
6,32,1,5,10,9,m-a-d-n-e-s-s.csv
15,33,2,9,16,19,ktc.csv
14,34,1,9,15,16,acdk.csv
7,35,3,11,17,17,netatalk.csv
36,36,2,4,5,6,mcmc-jags.csv
42,37,1,7,16,15,customsagetv.csv
35,38,1,2,8,6,k3d.csv
43,39,1,7,12,11,hydrogen.csv
54,40,1,3,6,5,badtrinitycore.csv
49,41,6,13,15,16,fltk.csv
23,42,1,4,8,7,projecteqemu.csv
34,43,1,3,5,4,ossbuild.csv
33,44,2,1,3,4,selenium.csv
24,45,1,4,7,6,modellus.csv
48,46,1,4,10,11,archive-crawler.csv
55,47,2,9,13,14,xbplayer.csv
50,48,1,4,7,6,autat.csv
3,50,2,5,7,9,olex2.csv
10,51,4,3,12,14,quantlib.csv
44,52,1,2,3,2,graphmak.csv
41,53,2,2,12,10,sarasvati.csv
40,54,2,3,5,7,sabbu.csv
45,55,1,9,16,17,konversation.csv
9,56,1,5,13,13,ibatisdb.csv
5,57,1,2,2,1,papertoolkit.csv
11,58,1,1,4,3,maidsafe-dht.csv
1,59,1,5,9,11,fulguro.csv
13,60,1,3,6,5,mvnforum.csv
0,61,1,6,9,9,lite.csv
39,62,1,1,2,1,freewrl.csv
46,63,1,1,1,0,jrdf.csv
47,64,3,8,5,11,umber.csv
38,65,1,8,15,16,panda3d.csv
2,66,1,6,10,9,psrchive.csv
12,67,1,10,16,15,bionote.csv
4,68,1,4,10,10,miranda-icq.csv
8,69,1,4,9,8,anaxagora.csv
