,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.03,0.47,0.74,0.6,0.68,0.7,0.64,0.62,0.69,0.62,0.49,0.82
codesmith.csv,0.72,0.55,0.9,0.59,0.65,0.66,0.67,0.64,0.73,0.74,0.74,0.0
icescrum.csv,0.51,0.62,0.7,0.79,0.56,0.8,0.59,0.55,0.51,0.83,0.0,0.94
ingex.csv,0.84,0.82,0.55,0.87,0.72,0.88,0.7,0.07,0.69,0.75,0.68,0.86
jrefactory.csv,0.73,0.82,0.0,0.67,0.81,0.65,0.7,0.96,0.75,0.61,0.73,0.79
jsecurity.csv,0.86,0.76,0.81,0.1,0.84,0.77,0.79,0.6,1.01,1.01,0.9,0.93
libopenmetaverse.csv,0.82,0.77,0.93,0.88,0.85,0.0,0.82,0.83,0.97,0.77,0.77,0.65
lite.csv,0.78,0.73,0.74,0.87,0.81,0.76,0.74,0.81,0.0,0.74,0.48,0.94
mobicents.csv,0.69,0.51,0.77,0.73,0.64,0.68,0.03,0.62,0.72,0.91,0.66,0.77
opendvr.csv,0.7,0.59,0.63,0.66,0.59,0.69,0.72,0.47,0.82,0.05,0.73,0.76
openefm.csv,0.57,0.09,0.77,0.61,0.58,0.77,0.65,0.67,0.68,0.84,0.6,0.65
sidekar.csv,0.62,0.66,0.77,0.5,0.0,0.78,0.68,0.64,0.7,0.66,0.56,0.81
