,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.5,0.44,0.36,0.65,0.46,0.55,0.46,0.75,0.98,0.54,0.27,0.66,0.67,0.19,0.15,0.51
beast-mcmc.csv,0.98,0.28,0.16,0.33,0.43,0.41,0.45,0.32,0.35,0.48,0.07,0.3,0.37,0.24,0.31,0.59
bigdata.csv,0.43,0.44,0.38,0.75,0.6,0.54,0.49,0.59,0.0,0.49,0.47,0.68,0.99,0.44,0.45,0.25
cuberok.csv,0.4,0.71,0.39,0.68,0.55,0.49,1.0,0.37,0.32,0.62,0.41,0.75,0.73,0.19,0.29,0.56
exist.csv,0.48,0.51,0.42,0.55,0.38,0.56,0.32,0.44,0.37,0.99,0.32,0.61,0.57,0.29,0.17,0.56
icescrum.csv,0.56,0.39,0.32,0.6,0.35,0.55,0.41,0.67,0.38,0.35,0.25,0.4,0.44,0.21,0.24,1.0
jbasic.csv,0.43,0.5,0.2,0.53,0.14,0.42,0.48,1.0,0.29,0.28,0.32,0.32,0.57,0.13,0.26,0.41
jrefactory.csv,0.32,0.96,0.27,0.38,0.42,0.44,0.33,0.36,0.2,0.3,0.11,0.45,0.44,0.26,0.27,0.4
jsecurity.csv,0.32,0.34,0.96,0.35,0.3,0.37,0.38,0.14,0.28,0.24,0.27,0.25,0.3,0.49,0.15,0.34
libopenmetaverse.csv,0.38,0.63,0.36,0.75,1.0,0.65,0.49,0.7,0.32,0.56,0.58,0.54,0.75,0.53,0.3,0.5
mobicents.csv,0.47,0.44,0.25,0.51,0.36,0.99,0.53,0.53,0.23,0.6,0.32,0.72,0.57,0.32,0.35,0.33
opendvr.csv,0.29,0.45,0.31,0.5,0.41,0.47,0.44,0.5,0.59,0.33,0.47,0.72,0.63,0.61,0.98,0.43
power-architect.csv,0.35,0.68,0.37,0.72,0.66,0.62,0.56,0.35,0.47,0.65,0.68,0.99,0.83,0.69,0.46,0.54
sidekar.csv,0.42,0.48,0.4,0.99,0.48,0.51,0.0,0.37,0.34,0.42,0.4,0.61,0.69,0.69,0.08,0.62
wheat.csv,0.41,0.18,0.13,0.28,0.31,0.41,0.27,0.3,0.18,0.24,0.98,0.57,0.45,0.69,0.39,0.39
wsmt.csv,0.07,0.0,0.2,0.03,0.1,0.13,0.15,0.0,0.0,0.12,0.07,0.07,0.22,0.97,0.16,0.19
