,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.48,0.32,0.25,0.45,0.49,0.42,0.43,0.48,0.0,0.22,0.42,0.64,0.62,0.47,0.04,0.5
beast-mcmc.csv,0.0,0.11,0.11,0.03,0.11,0.18,0.26,0.09,0.29,0.15,0.04,0.14,0.11,0.33,0.21,0.16
bigdata.csv,0.18,0.26,0.41,0.97,0.66,0.44,0.43,0.94,0.0,0.24,0.46,0.43,0.11,0.27,0.96,0.06
cuberok.csv,0.38,0.61,0.31,0.34,0.57,0.43,0.0,0.18,0.1,0.29,0.46,0.57,0.46,0.47,0.26,0.62
exist.csv,0.26,0.29,0.19,0.13,0.31,0.22,0.29,0.29,0.24,0.01,0.17,0.21,0.3,0.43,0.21,0.28
icescrum.csv,0.14,0.16,0.11,0.05,0.06,0.19,0.26,0.26,0.16,0.14,0.0,0.14,0.08,0.57,0.15,0.0
jbasic.csv,0.17,0.24,0.5,0.24,0.11,0.23,0.09,0.0,0.19,0.14,0.17,0.21,0.35,0.27,0.21,0.12
jrefactory.csv,0.15,0.0,0.42,0.24,0.26,0.23,0.51,0.09,0.34,0.16,0.25,0.36,0.19,0.37,0.32,0.03
jsecurity.csv,0.2,0.34,0.0,0.18,0.26,0.18,0.23,0.08,0.1,0.16,0.17,0.21,0.27,0.27,0.06,0.16
libopenmetaverse.csv,0.77,0.87,0.58,0.5,0.0,0.66,0.51,0.65,0.67,0.52,0.58,0.36,0.7,0.7,0.43,0.34
mobicents.csv,0.35,0.68,0.31,0.39,0.4,0.01,0.4,0.23,0.38,0.53,0.38,0.57,0.49,0.43,0.4,0.5
opendvr.csv,0.68,0.37,0.47,0.42,0.51,0.6,0.49,0.7,0.19,0.34,0.21,0.57,0.51,0.67,0.0,0.66
power-architect.csv,0.79,0.66,0.65,0.63,0.94,0.75,0.97,0.56,0.74,0.78,0.88,0.0,0.68,0.47,0.91,0.94
sidekar.csv,0.45,0.58,0.36,0.0,0.51,0.42,0.06,0.2,0.24,0.29,0.17,0.57,0.59,0.47,0.04,0.31
wheat.csv,0.17,0.29,0.12,0.26,0.37,0.38,0.29,0.08,0.26,0.35,0.0,0.57,0.32,0.3,0.36,0.19
wsmt.csv,0.11,0.05,0.09,0.03,0.09,0.08,0.09,0.05,0.17,0.19,0.04,0.07,0.11,0.0,0.25,0.0
