,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.54,0.72,0.59,0.59,0.74,0.63,0.66,0.49,0.04,0.61,0.89,0.77,0.77,0.98,0.91,0.62
beast-mcmc.csv,0.03,0.83,0.88,0.8,0.7,0.72,0.64,0.8,0.7,0.66,0.97,0.83,0.78,0.89,0.76,0.5
bigdata.csv,0.62,0.72,0.54,0.97,0.72,0.64,0.62,0.96,1.0,0.66,0.73,0.6,0.11,0.71,0.96,0.84
cuberok.csv,0.63,0.64,0.54,0.51,0.71,0.69,0.0,0.75,0.77,0.53,0.79,0.65,0.6,0.98,0.77,0.66
exist.csv,0.54,0.66,0.55,0.61,0.76,0.58,0.78,0.7,0.68,0.01,0.8,0.58,0.66,0.88,0.89,0.51
icescrum.csv,0.49,0.74,0.73,0.56,0.78,0.59,0.69,0.45,0.7,0.78,0.86,0.75,0.72,1.0,0.83,0.0
jbasic.csv,0.63,0.65,0.81,0.64,0.92,0.71,0.64,0.0,0.78,0.83,0.8,0.82,0.68,0.95,0.8,0.7
jrefactory.csv,0.74,0.08,0.7,0.77,0.71,0.7,0.82,0.77,0.87,0.82,0.96,0.77,0.73,0.88,0.79,0.74
jsecurity.csv,0.74,0.82,0.08,0.79,0.82,0.76,0.72,0.92,0.81,0.86,0.84,0.88,0.86,0.66,0.91,0.75
libopenmetaverse.csv,0.82,0.9,0.62,0.55,0.0,0.69,0.66,0.66,0.85,0.7,0.7,0.69,0.78,0.82,0.77,0.59
mobicents.csv,0.54,0.89,0.74,0.7,0.8,0.02,0.57,0.6,0.85,0.66,0.84,0.67,0.76,0.86,0.71,0.81
opendvr.csv,0.86,0.73,0.64,0.72,0.8,0.79,0.7,0.82,0.44,0.82,0.68,0.67,0.72,0.74,0.05,0.78
power-architect.csv,0.86,0.7,0.66,0.67,0.94,0.79,0.97,0.87,0.76,0.81,0.88,0.02,0.71,0.53,0.91,0.94
sidekar.csv,0.62,0.8,0.51,0.02,0.74,0.67,1.0,0.76,0.72,0.74,0.73,0.76,0.73,0.53,0.96,0.44
wheat.csv,0.64,0.93,0.91,0.85,0.84,0.75,0.82,0.81,0.88,0.9,0.04,0.78,0.77,0.46,0.65,0.71
wsmt.csv,0.96,1.0,0.85,0.98,0.95,0.93,0.91,1.0,1.01,0.95,0.97,0.97,0.88,0.06,0.9,0.89
