,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.42,0.53,0.67,0.45,0.42,0.47,0.42,0.48,0.75,0.57,0.62,0.35,0.41,0.63,0.75,0.32
beast-mcmc.csv,0.7,0.92,0.96,0.93,0.73,0.65,0.56,0.74,0.69,0.68,0.5,0.83,0.77,0.69,0.59,0.53
bigdata.csv,0.71,0.59,0.49,0.48,0.46,0.54,0.63,0.47,0.0,0.57,0.65,0.43,0.42,0.75,0.44,0.8
cuberok.csv,0.54,0.45,0.47,0.43,0.44,0.47,0.59,0.69,0.92,0.49,0.62,0.36,0.38,0.53,0.8,0.34
exist.csv,0.57,0.53,0.55,0.55,0.59,0.51,0.56,0.67,0.65,0.45,0.7,0.46,0.45,0.52,0.57,0.5
icescrum.csv,0.67,0.65,0.79,0.53,0.9,0.54,0.47,0.49,0.71,0.79,0.75,0.69,0.61,0.43,0.58,0.58
jbasic.csv,0.79,0.59,0.76,0.66,0.86,0.71,0.64,0.59,0.94,0.97,0.9,0.79,0.6,0.91,0.88,0.8
jrefactory.csv,0.98,0.57,0.7,0.65,0.57,0.83,0.5,0.71,0.72,0.92,0.88,0.5,0.71,0.72,0.57,0.83
jsecurity.csv,0.81,0.62,0.83,0.82,0.76,0.88,0.6,0.9,0.73,0.97,0.89,0.91,0.95,0.64,0.8,0.9
libopenmetaverse.csv,0.38,0.36,0.45,0.48,0.53,0.41,0.45,0.42,0.45,0.51,0.39,0.48,0.42,0.44,0.48,0.57
mobicents.csv,0.53,0.44,0.67,0.6,0.6,0.52,0.52,0.49,0.75,0.46,0.88,0.42,0.5,0.5,0.6,0.48
opendvr.csv,0.52,0.58,0.71,0.65,0.5,0.6,0.61,0.66,0.88,0.75,0.8,0.47,0.57,0.48,0.81,0.41
power-architect.csv,0.39,0.41,0.44,0.47,0.36,0.41,0.38,0.6,0.52,0.41,0.37,0.4,0.45,0.5,0.48,0.31
sidekar.csv,0.48,0.49,0.64,0.51,0.46,0.52,0.5,0.57,0.64,0.64,0.75,0.4,0.43,0.45,0.67,0.43
wheat.csv,0.87,0.94,0.96,0.82,0.82,0.64,0.73,0.94,0.74,0.98,0.52,0.58,0.69,0.56,0.72,0.92
wsmt.csv,0.95,0.5,0.95,0.5,0.8,0.98,0.8,0.67,0.9,0.96,0.5,0.67,0.97,0.61,0.94,0.5
