,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.59,0.79,0.88,0.22,0.48
freenet.csv,0.59,0.39,0.62,0.96,0.89
mediaportal.csv,0.12,0.09,0.31,0.11,0.26
onotoa.csv,0.94,0.39,0.5,0.22,0.6
sqlpower-library.csv,0.29,0.87,0.69,1.0,1.0
